1079156794	20230107	202301	2023	2023.0192											COP	POLICE						COP			1	042	042	04	1	1.9	5	1	5	-7.14285714285714	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20230107194500	https://journalnow.com/news/local/crime-and-courts/a-winston-salem-man-is-wounded-by-gunfire-in-waughtown-neighborhood/article_d9c0e17c-8eac-11ed-b654-472ec06de26e.html
1079156795	20230107	202301	2023	2023.0192											COP	PRISON						COP			1	043	043	04	1	2.8	5	1	5	-5.08130081300813	0								4	Caprese, Toscana, Italy	IT	IT16	18399	43.65	11.9833	-113211	4	Caprese, Toscana, Italy	IT	IT16	18399	43.65	11.9833	-113211	20230107194500	https://www.monstersandcritics.com/tv/reality-tv/jen-shah-celebrates-with-dinner-party-following-wire-fraud-sentencing/
1079156796	20230107	202301	2023	2023.0192											CVL	SETTLEMENT						CVL			1	190	190	19	4	-10.0	1	1	1	-4.06976744186046	0								4	Zaliznychne, Odes'ka Oblast, Ukraine	UP	UP17	41173	45.7489	28.6147	-1060070	4	Zaliznychne, Odes'ka Oblast, Ukraine	UP	UP17	41173	45.7489	28.6147	-1060070	20230107194500	https://menafn.com/1105395999/Huliaypole-In-Zaporizhzhia-Region-Struck-More-Than-200-Times-In-Past-Day
1079156797	20230107	202301	2023	2023.0192											EDU	STUDENT						EDU			0	020	020	02	1	3.0	12	1	6	-2.07982012366498	0								3	Eastlake Middle School, Ohio, United States	US	USOH		41.6731	-81.424	1052904	3	Eastlake Middle School, Ohio, United States	US	USOH		41.6731	-81.424	1052904	20230107194500	https://www.dailymail.co.uk/news/article-11609425/Mom-sues-Ohio-school-eighth-grade-daughter-strip-searched-teachers-seeking-vape-pen.html
1079156798	20230107	202301	2023	2023.0192											EDU	STUDENT						EDU			0	043	043	04	1	2.8	5	1	5	-2.07982012366498	0								3	East Lake Middle School, Ohio, United States	US	USOH		41.6731	-81.424	1052904	3	East Lake Middle School, Ohio, United States	US	USOH		41.6731	-81.424	1052904	20230107194500	https://www.dailymail.co.uk/news/article-11609425/Mom-sues-Ohio-school-eighth-grade-daughter-strip-searched-teachers-seeking-vape-pen.html
1079156799	20230107	202301	2023	2023.0192											EDU	SCHOOL						EDU			0	100	100	10	3	-5.0	10	1	10	4.47941888619855	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230107194500	https://www.bignewsnetwork.com/news/273330451/first-beekeeper-in-telangana-holds-more-than-1500-beehive-colonies-produces-fresh-honey-by-products
1079156800	20230107	202301	2023	2023.0192											FIN	FINLAND	FIN								1	042	042	04	1	1.9	2	1	2	-0.935251798561159	0								1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20230107194500	http://www.msn.com/en-us/news/technology/flies-are-taking-over-thanks-to-climate-change-while-moths-and-other-pollinators-disappear/ar-AA164Md9
1079156801	20230107	202301	2023	2023.0192											GOV	ATTORNEY GENERAL						GOV			1	036	036	03	1	4.0	6	1	6	1.94174757281553	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20230107194500	https://www.therepublic.com/2023/01/07/hoosiers-urged-to-search-700-million-in-unclaimed-property/
1079156802	20230107	202301	2023	2023.0192											GOV	PRIME MINISTER						GOV			0	046	046	04	1	7.0	10	1	10	1.51668351870577	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230107194500	https://www.cambodiantimes.com/news/273330450/entire-world-looking-up-to-india-to-bring-stability-to-global-supply-chain-pm-modi
1079156803	20230107	202301	2023	2023.0192											GOV	KING						GOV			1	046	046	04	1	7.0	6	1	6	1.5625	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20230107194500	https://leaderpost.com:443/news/national/prime-minister-justin-trudeau-talks-climate-change-with-king-charles/wcm/eb7444c8-59ac-4d3a-9ed5-f087e0a03ee9
1079156804	20230107	202301	2023	2023.0192											GOVDEV	MINIST FOR PUBLIC SERVICE						GOV	DEV		1	040	040	04	1	1.0	8	2	8	4.27807486631016	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20230107194500	https://www.cambodiantimes.com/news/273330458/mos-muraleedharan-discusses-trade-investment-with-visiting-tanzanian-minister-jenista-mhagama
1079156805	20230107	202301	2023	2023.0192											HLH	DOCTOR						HLH			1	042	042	04	1	1.9	10	1	10	-8.51063829787234	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230107194500	https://techcentral.co.za/eskom-ceo-de-ruyter-poisoned-with-cyanide-report/219058/
1079156806	20230107	202301	2023	2023.0192											IND	DELHI	IND								0	020	020	02	1	3.0	1	1	1	-3.72750642673522	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230107194500	https://timesofindia.indiatimes.com/india/pee-gate-man-who-urinated-on-co-flyer-held-from-bengaluru-guest-house/articleshow/96821477.cms
1079156807	20230107	202301	2023	2023.0192											IND	DELHI	IND								0	020	020	02	1	3.0	2	1	2	-3.72750642673522	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230107194500	https://timesofindia.indiatimes.com/india/pee-gate-man-who-urinated-on-co-flyer-held-from-bengaluru-guest-house/articleshow/96821477.cms
1079156808	20230107	202301	2023	2023.0192											IND	DELHI	IND								1	173	173	17	4	-5.0	4	1	4	-3.72750642673522	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Tihar, Uttar Pradesh, India	IN	IN36	17917	26.3521	79.2158	10454667	20230107194500	https://timesofindia.indiatimes.com/india/pee-gate-man-who-urinated-on-co-flyer-held-from-bengaluru-guest-house/articleshow/96821477.cms
1079156809	20230107	202301	2023	2023.0192											JPN	CHUBU	JPN								1	191	191	19	4	-9.5	10	1	10	-2.01342281879195	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20230107194500	https://australianaviation.com.au/2023/01/bomb-threat-leads-to-jetstar-japan-emergency-landing/
1079156810	20230107	202301	2023	2023.0192											JUD	LAWYER						JUD			0	020	020	02	1	3.0	8	1	8	-2.07982012366498	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20230107194500	https://www.dailymail.co.uk/news/article-11609425/Mom-sues-Ohio-school-eighth-grade-daughter-strip-searched-teachers-seeking-vape-pen.html
1079156811	20230107	202301	2023	2023.0192											JUD	LAWYER						JUD			1	040	040	04	1	1.0	2	1	2	-3.72750642673522	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230107194500	https://timesofindia.indiatimes.com/india/pee-gate-man-who-urinated-on-co-flyer-held-from-bengaluru-guest-house/articleshow/96821477.cms
1079156812	20230107	202301	2023	2023.0192											JUD	LAWYER						JUD			1	040	040	04	1	1.0	3	1	3	-3.72750642673522	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230107194500	https://timesofindia.indiatimes.com/india/pee-gate-man-who-urinated-on-co-flyer-held-from-bengaluru-guest-house/articleshow/96821477.cms
1079156813	20230107	202301	2023	2023.0192											LBN	LEBANON	LBN								0	014	014	01	1	0.0	4	1	4	-0.97087378640777	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20230107194500	https://democratherald.com/corvallis/news/local/accident-and-incident/lebanon-goose-cut-loose-after-companion-killed-in-foster-home/article_e2090b08-8df7-11ed-a5e7-5393f0cd4d3b.html
1079156814	20230107	202301	2023	2023.0192											MDV	MALE	MDV								0	190	190	19	4	-10.0	3	1	3	-4.02455661664393	0								3	Menlo Park, Arizona, United States	US	USAZ		32.2265	-110.99	15459	3	Menlo Park, Arizona, United States	US	USAZ		32.2265	-110.99	15459	20230107194500	https://tucson.com/news/local/subscriber/shooting-reveals-unexpected-threat-to-urban-bobcats-in-tucson/article_decbc5b6-8d57-11ed-b419-df6814cf8500.html
1079156815	20230107	202301	2023	2023.0192											MDV	MALE	MDV								0	190	190	19	4	-10.0	1	1	1	-4.02455661664393	0								3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20230107194500	https://tucson.com/news/local/subscriber/shooting-reveals-unexpected-threat-to-urban-bobcats-in-tucson/article_decbc5b6-8d57-11ed-b419-df6814cf8500.html
1079156816	20230107	202301	2023	2023.0192											MDV	MALE	MDV								0	190	190	19	4	-10.0	1	1	1	-4.02455661664393	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230107194500	https://tucson.com/news/local/subscriber/shooting-reveals-unexpected-threat-to-urban-bobcats-in-tucson/article_decbc5b6-8d57-11ed-b419-df6814cf8500.html
1079156817	20230107	202301	2023	2023.0192											MDV	MALE	MDV								0	193	193	19	4	-10.0	2	1	2	-4.02455661664393	0								3	Menlo Park, Arizona, United States	US	USAZ		32.2265	-110.99	15459	3	Menlo Park, Arizona, United States	US	USAZ		32.2265	-110.99	15459	20230107194500	https://tucson.com/news/local/subscriber/shooting-reveals-unexpected-threat-to-urban-bobcats-in-tucson/article_decbc5b6-8d57-11ed-b419-df6814cf8500.html
1079156818	20230107	202301	2023	2023.0192											MDV	MALE	MDV								0	193	193	19	4	-10.0	1	1	1	-4.02455661664393	0								3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20230107194500	https://tucson.com/news/local/subscriber/shooting-reveals-unexpected-threat-to-urban-bobcats-in-tucson/article_decbc5b6-8d57-11ed-b419-df6814cf8500.html
1079156819	20230107	202301	2023	2023.0192											MDV	MALE	MDV								0	193	193	19	4	-10.0	1	1	1	-4.02455661664393	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230107194500	https://tucson.com/news/local/subscriber/shooting-reveals-unexpected-threat-to-urban-bobcats-in-tucson/article_decbc5b6-8d57-11ed-b419-df6814cf8500.html
1079156820	20230107	202301	2023	2023.0192											MEX	MEXICO	MEX								0	043	043	04	1	2.8	2	1	2	4.4238683127572	0								4	Tulum, Quintana Roo, Mexico	MX	MX23	20812	20.125	-87.45	6275817	4	Tulum, Quintana Roo, Mexico	MX	MX23	20812	20.125	-87.45	6275817	20230107194500	https://www.dailymail.co.uk/tvshowbiz/article-11609745/Teresa-Giudice-husband-Luis-Ruelas-look-love-dance-beach.html
1079156821	20230107	202301	2023	2023.0192											NLD	NETHERLANDS	NLD								1	046	046	04	1	7.0	4	1	4	-2.15827338129496	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20230107194500	https://www.goal.com/en-gb/news/liverpool-hand-new-signing-cody-gakpo-debut-fa-cup-clash-wolves/blt558528113ed0bc55
1079156822	20230107	202301	2023	2023.0192											ROU	ROMANIA									0	042	042	04	1	1.9	9	1	9	-3.8630377524144	0								4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20230107194500	https://www.rferl.org/a/32213639.html
1079156823	20230107	202301	2023	2023.0192											ROU	ROMANIAN									0	173	173	17	4	-5.0	2	1	2	-3.8630377524144	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20230107194500	https://www.rferl.org/a/32213639.html
1079156824	20230107	202301	2023	2023.0192											USA	LAS VEGAS	USA								1	030	030	03	1	4.0	3	1	3	-3.45572354211664	0								1	Saudi Arabia	SA	SA		25	45	SA	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20230107194500	https://www.casino.org/news/harry-reid-airport-abandoned-puppy-called-penny-gets-new-home/
1079156825	20230107	202301	2023	2023.0192											USA	LAS VEGAS	USA								1	030	030	03	1	4.0	2	1	2	-3.45572354211664	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20230107194500	https://www.casino.org/news/harry-reid-airport-abandoned-puppy-called-penny-gets-new-home/
1079156826	20230107	202301	2023	2023.0192											USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	1	4	-0.75829383886256	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230107194500	https://www.dailymail.co.uk/news/article-11609667/Donald-Trump-takes-credit-Kevin-McCarthy-Speaker-House.html
1079156827	20230107	202301	2023	2023.0192											USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-0.62402496099844	0								3	Long Beach, California, United States	US	USCA		33.767	-118.189	1652747	3	Long Beach, California, United States	US	USCA		33.767	-118.189	1652747	20230107194500	https://lbpost.com/news/photos-local-surfers-take-on-rare-waves-in-long-beach
1079156828	20230107	202301	2023	2023.0192											USA	WASHINGTON	USA								0	042	042	04	1	1.9	6	1	6	-2.26904376012966	0								3	Punchbowl, California, United States	US	USCA	CA109	38.2391	-119.959	234520	3	Punchbowl, California, United States	US	USCA	CA109	38.2391	-119.959	234520	20230107194500	https://thebeatofthecapital.com/2023/01/06/kevin-mccarthy-secures-speakership-after-historic-floor-battle/
1079156829	20230107	202301	2023	2023.0192											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-7.14285714285714	0								3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20230107194500	https://www.casino.org/news/terrorist-disables-mgm-solar-plant-in-las-vegas/
1079156830	20230107	202301	2023	2023.0192											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	8	1	8	-11.3821138211382	0								3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	20230107194500	https://www.wvua23.com/one-teen-dead-one-injured-in-tuscaloosa-county-crash/
1079156831	20230107	202301	2023	2023.0192											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-11.3821138211382	0								3	Moundville, Alabama, United States	US	USAL	AL065	32.9976	-87.63	160145	3	Moundville, Alabama, United States	US	USAL	AL065	32.9976	-87.63	160145	20230107194500	https://www.wvua23.com/one-teen-dead-one-injured-in-tuscaloosa-county-crash/
1079156832	20230107	202301	2023	2023.0192											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-4.02455661664393	0								3	Santa Cruz River, Arizona, United States	US	USAZ		32.6978	-111.551	34066	3	Santa Cruz River, Arizona, United States	US	USAZ		32.6978	-111.551	34066	20230107194500	https://tucson.com/news/local/subscriber/shooting-reveals-unexpected-threat-to-urban-bobcats-in-tucson/article_decbc5b6-8d57-11ed-b419-df6814cf8500.html
1079156833	20230107	202301	2023	2023.0192											USAEDU	OHIO	USA					EDU			1	090	090	09	2	-2.0	6	1	6	-2.07982012366498	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20230107194500	https://www.dailymail.co.uk/news/article-11609425/Mom-sues-Ohio-school-eighth-grade-daughter-strip-searched-teachers-seeking-vape-pen.html
1079156834	20230107	202301	2023	2023.0192											ZAF	CAPE TOWN	ZAF								1	110	110	11	3	-2.0	2	1	2	2.81329923273657	0								4	Paarl, Western Cape, South Africa	SF	SF11	77338	-33.7338	18.9752	-1270835	4	Paarl, Western Cape, South Africa	SF	SF11	77338	-33.7338	18.9752	-1270835	20230107194500	https://www.bignewsnetwork.com/news/273330457/paarl-royals-reveal-official-matchday-training-jerseys-for-sa20
1079156835	20230107	202301	2023	2023.0192	AFG	KABUL	AFG																		1	051	051	05	1	3.4	8	1	8	-1.61290322580645	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230107194500	https://menafn.com/1105396202/Young-Afghan-Girls-Valentines-Day-Song-I-Kiss-You-Amid-Taliban-Goes-Viral
1079156836	20230107	202301	2023	2023.0192	AFG	KABUL	AFG																		1	110	110	11	3	-2.0	8	1	8	-1.61290322580645	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	20230107194500	https://menafn.com/1105396202/Young-Afghan-Girls-Valentines-Day-Song-I-Kiss-You-Amid-Taliban-Goes-Viral
1079156837	20230107	202301	2023	2023.0192	AFG	KABUL	AFG																		1	110	110	11	3	-2.0	2	1	2	-1.61290322580645	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230107194500	https://menafn.com/1105396202/Young-Afghan-Girls-Valentines-Day-Song-I-Kiss-You-Amid-Taliban-Goes-Viral
1079156838	20230107	202301	2023	2023.0192	AFG	AFGHAN	AFG								MED	MEDIA						MED			1	110	110	11	3	-2.0	2	1	2	-1.61290322580645	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230107194500	https://menafn.com/1105396202/Young-Afghan-Girls-Valentines-Day-Song-I-Kiss-You-Amid-Taliban-Goes-Viral
1079156839	20230107	202301	2023	2023.0192	AFGINSTAL	TALIBAN	AFG	TAL				INS													1	012	012	01	1	-0.4	5	1	5	-1.61290322580645	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	0								4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	20230107194500	https://menafn.com/1105396202/Young-Afghan-Girls-Valentines-Day-Song-I-Kiss-You-Amid-Taliban-Goes-Viral
1079156840	20230107	202301	2023	2023.0192	AFGINSTAL	TALIBAN	AFG	TAL				INS													1	111	111	11	3	-2.0	10	1	10	-1.61290322580645	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	0								4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	20230107194500	https://menafn.com/1105396202/Young-Afghan-Girls-Valentines-Day-Song-I-Kiss-You-Amid-Taliban-Goes-Viral
1079156841	20230107	202301	2023	2023.0192	AFR	AFRICA	AFR								ZAF	JOHANNESBURG	ZAF								1	020	020	02	1	3.0	2	1	2	2.51256281407035	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230107194500	https://it-online.co.za/2023/01/06/project-manager-johannesburg-gauteng-johannesburg/
1079156842	20230107	202301	2023	2023.0192	AFR	AFRICA	AFR								ZAF	CAPE TOWN	ZAF								1	110	110	11	3	-2.0	8	1	8	2.81329923273657	4	Paarl, Western Cape, South Africa	SF	SF11	77338	-33.7338	18.9752	-1270835	4	Paarl, Western Cape, South Africa	SF	SF11	77338	-33.7338	18.9752	-1270835	4	Paarl, Western Cape, South Africa	SF	SF11	77338	-33.7338	18.9752	-1270835	20230107194500	https://www.bignewsnetwork.com/news/273330457/paarl-royals-reveal-official-matchday-training-jerseys-for-sa20
1079156843	20230107	202301	2023	2023.0192	AGR	FARMER						AGR													0	050	050	05	1	3.5	10	1	10	4.47941888619855	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230107194500	https://www.bignewsnetwork.com/news/273330451/first-beekeeper-in-telangana-holds-more-than-1500-beehive-colonies-produces-fresh-honey-by-products
1079156844	20230107	202301	2023	2023.0192	AGR	FARMER						AGR													1	050	050	05	1	3.5	10	1	10	4.47941888619855	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20230107194500	https://www.bignewsnetwork.com/news/273330451/first-beekeeper-in-telangana-holds-more-than-1500-beehive-colonies-produces-fresh-honey-by-products
1079156845	20230107	202301	2023	2023.0192	AGR	FARMER						AGR													1	080	080	08	2	5.0	10	1	10	4.47941888619855	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20230107194500	https://www.bignewsnetwork.com/news/273330451/first-beekeeper-in-telangana-holds-more-than-1500-beehive-colonies-produces-fresh-honey-by-products
1079156846	20230107	202301	2023	2023.0192	AGR	FARMER						AGR													1	110	110	11	3	-2.0	10	1	10	4.47941888619855	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20230107194500	https://www.bignewsnetwork.com/news/273330451/first-beekeeper-in-telangana-holds-more-than-1500-beehive-colonies-produces-fresh-honey-by-products
