1082468137	20221231	202212	2022	2022.9890	KEN	NAIROBI	KEN								AFR	AFRICA	AFR								1	042	042	04	1	1.9	2	1	2	-1.12	1	United States	US	US		39.828175	-98.5795	US	4	Qin Gang, Anhui, China	CH	CH01	13144	32.5294	118.598	-3805099	4	Qin Gang, Anhui, China	CH	CH01	13144	32.5294	118.598	-3805099	20230130034500	http://english.chinamil.com.cn/view/2023-01/30/content_10215329.htm
1082468138	20230123	202301	2023	2023.0630	BUS	BUSINESS						BUS													0	010	010	01	1	0.0	1	1	1	-3.31890331890332	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20230130034500	https://www.theguardian.com/world/2023/jan/30/australian-catholic-groups-push-for-progressive-church-reforms-in-wake-of-george-pells-death
1082468139	20230123	202301	2023	2023.0630	BUS	BUSINESS						BUS			AUS	AUSTRALIA	AUS								0	010	010	01	1	0.0	6	1	6	-3.31890331890332	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20230130034500	https://www.theguardian.com/world/2023/jan/30/australian-catholic-groups-push-for-progressive-church-reforms-in-wake-of-george-pells-death
1082468140	20230123	202301	2023	2023.0630	ELI	RETIRED						ELI													1	012	012	01	1	-0.4	5	1	5	-1.44329896907217	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20230130034500	https://kearneyhub.com/news/local/twelve-of-the-16-ducks-at-ravenna-lake-found-shot-to-death/article_d225ffc6-9f49-11ed-9b0d-6f256cbbffc1.html
1082468141	20230123	202301	2023	2023.0630	RUS	RUSSIA	RUS								DEU	GERMAN	DEU								0	190	190	19	4	-10.0	1	1	1	-5.85858585858586	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230130034500	https://www.tribuneindia.com/news/comment/sleepwalking-to-doomsday-amid-ukraine-war-474749
1082468142	20230123	202301	2023	2023.0630	RUS	RUSSIA	RUS								DEU	GERMAN	DEU								0	190	190	19	4	-10.0	1	1	1	-5.85858585858586	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230130034500	https://www.tribuneindia.com/news/comment/sleepwalking-to-doomsday-amid-ukraine-war-474749
1082468143	20230123	202301	2023	2023.0630	RUS	RUSSIA	RUS								DEUGOV	GERMANY	DEU					GOV			0	190	190	19	4	-10.0	1	1	1	-5.85858585858586	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230130034500	https://www.tribuneindia.com/news/comment/sleepwalking-to-doomsday-amid-ukraine-war-474749
1082468144	20230123	202301	2023	2023.0630	RUS	RUSSIA	RUS								DEUGOV	GERMAN	DEU					GOV			0	190	190	19	4	-10.0	7	1	7	-5.85858585858586	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230130034500	https://www.tribuneindia.com/news/comment/sleepwalking-to-doomsday-amid-ukraine-war-474749
1082468145	20230123	202301	2023	2023.0630	RUS	RUSSIA	RUS								IGOEURCOE	COUNCIL OF EUROPE	EUR	COE				IGO			0	010	010	01	1	0.0	8	1	8	-5.85858585858586	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	20230130034500	https://www.tribuneindia.com/news/comment/sleepwalking-to-doomsday-amid-ukraine-war-474749
1082468146	20230123	202301	2023	2023.0630	RUS	RUSSIA	RUS								IGOEURCOE	COUNCIL OF EUROPE	EUR	COE				IGO			0	010	010	01	1	0.0	2	1	2	-5.85858585858586	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20230130034500	https://www.tribuneindia.com/news/comment/sleepwalking-to-doomsday-amid-ukraine-war-474749
1082468147	20230130	202301	2023	2023.0822											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	020	020	02	1	3.0	10	1	10	-1.70648464163823	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230130034500	https://www.diplomatie.gouv.fr/en/country-files/afghanistan/news/article/afghanistan-joint-statement-from-foreign-ministers-on-the-taliban-s-ban-on
1082468148	20230130	202301	2023	2023.0822											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	100	100	10	3	-5.0	10	1	10	-1.70648464163823	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230130034500	https://www.diplomatie.gouv.fr/en/country-files/afghanistan/news/article/afghanistan-joint-statement-from-foreign-ministers-on-the-taliban-s-ban-on
1082468149	20230130	202301	2023	2023.0822											AGR	FARMER						AGR			1	043	043	04	1	2.8	5	1	5	3.78548895899054	0								4	Balmoral Beach, Tasmania, Australia	AS	AS06	5340	-43.34	146.06	11423757	4	Balmoral Beach, Tasmania, Australia	AS	AS06	5340	-43.34	146.06	11423757	20230130034500	https://www.timeout.com/melbourne/news/apollo-bay-has-been-named-the-fourth-best-beach-in-australia-013023
1082468150	20230130	202301	2023	2023.0822											AUS	QUEENSLAND	AUS								1	042	042	04	1	1.9	5	1	5	3.78548895899054	0								4	Balmoral Beach, Tasmania, Australia	AS	AS06	5340	-43.34	146.06	11423757	4	Balmoral Beach, Tasmania, Australia	AS	AS06	5340	-43.34	146.06	11423757	20230130034500	https://www.timeout.com/melbourne/news/apollo-bay-has-been-named-the-fourth-best-beach-in-australia-013023
1082468151	20230130	202301	2023	2023.0822											BUS	BUSINESS						BUS			0	060	060	06	2	6.0	6	1	6	1.10441767068273	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20230130034500	https://medcitynews.com/2023/01/with-livongo-did-zane-burke-sell-a-lemon-to-teladocs-jason-gorevic/
1082468152	20230130	202301	2023	2023.0822											COP	POLICE						COP			1	042	042	04	1	1.9	3	1	3	-7.27272727272728	0								3	Navarro County, Texas, United States	US	USTX		32.0502	-96.4669	1383960	3	Navarro County, Texas, United States	US	USTX		32.0502	-96.4669	1383960	20230130034500	https://www.kcentv.com/article/news/crime/woman-dead-from-apparent-gunshot-wounds-identified-husband-arrested/500-13d054c8-62d8-4ad8-9cd5-a0d0316fad67
1082468153	20230130	202301	2023	2023.0822											COP	POLICE						COP			1	042	042	04	1	1.9	10	1	10	-5.35331905781585	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20230130034500	https://www.tribuneindia.com/news/nation/mirages-black-box-part-of-sukhoi-recorder-found-474845
1082468154	20230130	202301	2023	2023.0822											COP	POLICE						COP			1	090	090	09	2	-2.0	10	1	10	-5.35331905781585	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20230130034500	https://www.tribuneindia.com/news/nation/mirages-black-box-part-of-sukhoi-recorder-found-474845
1082468155	20230130	202301	2023	2023.0822											COP	POLICE						COP			0	100	100	10	3	-5.0	10	1	10	-3.32225913621263	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20230130034500	https://www.bangkokpost.com/learning/easy/2494449/police-chief-steps-in-to-bribes-row
1082468156	20230130	202301	2023	2023.0822											CVL	VOTER						CVL			0	020	020	02	1	3.0	10	1	10	-0.8955223880597	0								3	Pevely, Missouri, United States	US	USMO	MO099	38.2834	-90.3951	724274	3	Pevely, Missouri, United States	US	USMO	MO099	38.2834	-90.3951	724274	20230130034500	https://www.myleaderpaper.com/news/herculaneum-to-seek-marijuana-sales-tax-in-april/article_0304696c-9d91-11ed-82af-b3eb0bd96311.html
1082468157	20230130	202301	2023	2023.0822											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	10	1	10	-1.171875	0								3	Fort Wayne, Indiana, United States	US	USIN		41.1306	-85.1289	434689	3	Allen County, Indiana, United States	US	USIN		41.0706	-85.0144	450402	20230130034500	https://www.journalgazette.net/local/aarp-again-provides-free-tax-preparation-filing/article_d1fcd1e6-a034-11ed-84de-833f8e8ac271.html
1082468158	20230130	202301	2023	2023.0822											EDU	STUDENT						EDU			1	036	036	03	1	4.0	5	1	5	3.2069970845481	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20230130034500	https://www.tribuneindia.com/news/chandigarh/ayurvedic-college-pupils-to-assist-80-residents-474790
1082468159	20230130	202301	2023	2023.0822											FRAMIL	FRANCE	FRA					MIL			0	190	190	19	4	-10.0	1	1	1	-5.35331905781585	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20230130034500	https://www.tribuneindia.com/news/nation/mirages-black-box-part-of-sukhoi-recorder-found-474845
1082468160	20230130	202301	2023	2023.0822											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	4	1	4	-1.85185185185185	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230130034500	https://www.tribuneindia.com/news/delhi/biodiversity-park-proposed-on-yamunas-floodplain-474780
1082468161	20230130	202301	2023	2023.0822											GOV	KINGDOM						GOV			0	042	042	04	1	1.9	4	1	4	1.53452685421995	0								4	Kampong Chhnang, KâóChhnang, Cambodia	CB	CB03	12313	12.25	104.667	-1023767	4	Kampong Chhnang, KâóChhnang, Cambodia	CB	CB03	12313	12.25	104.667	-1023767	20230130034500	https://phnompenhpost.com/national-post-depth/new-openings-lift-hopes-korean-language-learners
1082468162	20230130	202301	2023	2023.0822											GOV	KINGDOM						GOV			0	042	042	04	1	1.9	6	1	6	1.53452685421995	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20230130034500	https://phnompenhpost.com/national-post-depth/new-openings-lift-hopes-korean-language-learners
1082468163	20230130	202301	2023	2023.0822											GOV	ADMINISTRATION						GOV			0	1014	101	10	3	-5.0	3	1	3	-1.77580466148724	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230130034500	http://europe.chinadaily.com.cn/a/202301/30/WS63d737b3a31057c47ebabd0e.html
1082468164	20230130	202301	2023	2023.0822											GOV	ADMINISTRATION						GOV			0	1014	101	10	3	-5.0	2	1	2	-1.77580466148724	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20230130034500	http://europe.chinadaily.com.cn/a/202301/30/WS63d737b3a31057c47ebabd0e.html
1082468165	20230130	202301	2023	2023.0822											GOV	GOVERNMENT						GOV			1	110	110	11	3	-2.0	10	1	10	-2.46085011185683	0								4	Joshimath, Uttaranchal, India	IN	IN39	70282	30.5667	79.5667	-2098737	4	Joshimath, Uttaranchal, India	IN	IN39	70282	30.5667	79.5667	-2098737	20230130034500	https://www.tribuneindia.com/news/haryana/rwas-plan-signature-drive-against-apartment-culture-474789
1082468166	20230130	202301	2023	2023.0822											GOV	KINGDOM						GOV			0	110	110	11	3	-2.0	6	1	6	1.53452685421995	0								1	South Korea	KS	KS		37	127.5	KS	4	Kampong Chhnang, KâóChhnang, Cambodia	CB	CB03	12313	12.25	104.667	-1023767	20230130034500	https://phnompenhpost.com/national-post-depth/new-openings-lift-hopes-korean-language-learners
1082468167	20230130	202301	2023	2023.0822											GOV	KINGDOM						GOV			0	110	110	11	3	-2.0	4	1	4	1.53452685421995	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20230130034500	https://phnompenhpost.com/national-post-depth/new-openings-lift-hopes-korean-language-learners
1082468168	20230130	202301	2023	2023.0822											GOVAGR	AGRICULTURE MINIST						GOV	AGR		1	040	040	04	1	1.0	10	1	10	-0.25839793281654	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230130034500	https://www.tribuneindia.com/news/chandigarh/meet-on-financial-architecture-from-today-474772
1082468169	20230130	202301	2023	2023.0822											GOVBUS	CENTRAL BANK						GOV	BUS		0	046	046	04	1	7.0	5	1	5	-0.25839793281654	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230130034500	https://www.tribuneindia.com/news/chandigarh/meet-on-financial-architecture-from-today-474772
1082468170	20230130	202301	2023	2023.0822											HLH	HOSPITAL						HLH			1	046	046	04	1	7.0	2	1	2	0	0								3	Dillard University, Louisiana, United States	US	USLA		29.9947	-90.0661	534528	3	Dillard University, Louisiana, United States	US	USLA		29.9947	-90.0661	534528	20230130034500	https://www.nola.com/opinions/letters/letters-black-people-often-had-little-access-to-healthcare/article_b000ac7e-9d97-11ed-9b3b-7399b48f4144.html
1082468171	20230130	202301	2023	2023.0822											HLH	HOSPITAL						HLH			1	051	051	05	1	3.4	2	1	2	0	0								3	Flint-Goodridge Hospital, Louisiana, United States	US	USLA		29.936	-90.0948	550611	3	Flint-Goodridge Hospital, Louisiana, United States	US	USLA		29.936	-90.0948	550611	20230130034500	https://www.nola.com/opinions/letters/letters-black-people-often-had-little-access-to-healthcare/article_b000ac7e-9d97-11ed-9b3b-7399b48f4144.html
1082468172	20230130	202301	2023	2023.0822											IGOUNO	UNITED NATIONS		UNO				IGO			0	046	046	04	1	7.0	5	1	5	-1.70648464163823	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230130034500	https://www.diplomatie.gouv.fr/en/country-files/afghanistan/news/article/afghanistan-joint-statement-from-foreign-ministers-on-the-taliban-s-ban-on
1082468173	20230130	202301	2023	2023.0822											IND	DELHI	IND								0	040	040	04	1	1.0	4	1	4	-1.85185185185185	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230130034500	https://www.tribuneindia.com/news/delhi/biodiversity-park-proposed-on-yamunas-floodplain-474780
1082468174	20230130	202301	2023	2023.0822											KOR	SOUTH KOREA	KOR								1	042	042	04	1	1.9	3	1	3	3.21931589537223	0								4	Bupyong, Inch'on-gwangyoksi, South Korea	KS	KS12	24980	37.5367	126.725	-710731	4	Bupyong, Inch'on-gwangyoksi, South Korea	KS	KS12	24980	37.5367	126.725	-710731	20230130034500	http://koreabizwire.com/gm-to-launch-trax-crossover-cadillac-ev-in-s-korea-this-year/239241
1082468175	20230130	202301	2023	2023.0822											KOR	SOUTH KOREA	KOR								1	042	042	04	1	1.9	3	1	3	3.21931589537223	0								4	Bupyong, Inch'on-gwangyoksi, South Korea	KS	KS12	24980	37.5367	126.725	-710731	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20230130034500	http://koreabizwire.com/gm-to-launch-trax-crossover-cadillac-ev-in-s-korea-this-year/239241
1082468176	20230130	202301	2023	2023.0822											KOR	SEOUL	KOR								1	042	042	04	1	1.9	2	1	2	3.21931589537223	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Bupyong, Inch'on-gwangyoksi, South Korea	KS	KS12	24980	37.5367	126.725	-710731	20230130034500	http://koreabizwire.com/gm-to-launch-trax-crossover-cadillac-ev-in-s-korea-this-year/239241
1082468177	20230130	202301	2023	2023.0822											LEG	REPRESENTATIVES						LEG			0	020	020	02	1	3.0	6	1	6	-1.83673469387755	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20230130034500	https://www.cairnspost.com.au/entertainment/confusion-over-yoko-onos-condition-at-89-years-old/news-story/3e8b2e75b85539dd19e8f9b5a9405e51?nk=ff8c048b3f707d60c961724895fe7814-1675049497
1082468178	20230130	202301	2023	2023.0822											LEG	CHAMBER						LEG			1	051	051	05	1	3.4	10	1	10	0.28409090909091	0								0								0								20230130034500	https://arizonadailyindependent.com/2023/01/29/az-legislature-week-in-review-week-ending-january-27-2023/
1082468179	20230130	202301	2023	2023.0822											MED	MEDIA						MED			1	010	010	01	1	0.0	10	1	10	-0.25839793281654	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230130034500	https://www.tribuneindia.com/news/chandigarh/meet-on-financial-architecture-from-today-474772
1082468180	20230130	202301	2023	2023.0822											MED	MEDIA						MED			1	020	020	02	1	3.0	10	1	10	0.75757575757576	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230130034500	https://www.ibtimes.com/13-too-early-social-media-tips-guiding-kids-platforms-3662131
1082468181	20230130	202301	2023	2023.0822											MED	MEDIA						MED			1	080	080	08	2	5.0	10	1	10	0.75757575757576	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230130034500	https://www.ibtimes.com/13-too-early-social-media-tips-guiding-kids-platforms-3662131
1082468182	20230130	202301	2023	2023.0822											MIL	COMMANDER						MIL			0	190	190	19	4	-10.0	3	1	3	-5.35331905781585	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20230130034500	https://www.tribuneindia.com/news/nation/mirages-black-box-part-of-sukhoi-recorder-found-474845
1082468183	20230130	202301	2023	2023.0822											MNCUSAHLH	PFIZER	USA					MNC	HLH		0	040	040	04	1	1.0	8	1	8	-1.77580466148724	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20230130034500	http://europe.chinadaily.com.cn/a/202301/30/WS63d737b3a31057c47ebabd0e.html
1082468184	20230130	202301	2023	2023.0822											MNCUSAHLH	PFIZER	USA					MNC	HLH		0	040	040	04	1	1.0	2	1	2	-1.77580466148724	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230130034500	http://europe.chinadaily.com.cn/a/202301/30/WS63d737b3a31057c47ebabd0e.html
1082468185	20230130	202301	2023	2023.0822											PAK	PAKISTANI	PAK								1	043	043	04	1	2.8	1	1	1	-1.15131578947369	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230130034500	https://tass.com/politics/1568679
1082468186	20230130	202301	2023	2023.0822											PER	PERUVIAN	PER								0	020	020	02	1	3.0	2	1	2	-9.2417061611374	0								5	Apurimac, Apuríc, Peru	PE	PE03	91837	-14	-73	-337337	5	Apurimac, Apuríc, Peru	PE	PE03	91837	-14	-73	-337337	20230130034500	https://www.businessghana.com/site/news/Politics/278846/Peru-unrest:-Police-to-dismantle-roadblocks-set-by-protesters
1082468187	20230130	202301	2023	2023.0822											PSE	PALESTINIAN	PSE								1	040	040	04	1	1.0	2	1	2	-6.22568093385213	0								4	Neve Yaakov, Yerushalayim, Israel	IS	IS06	18315	31.8	35.2333	-780884	4	Neve Yaakov, Yerushalayim, Israel	IS	IS06	18315	31.8	35.2333	-780884	20230130034500	https://menafn.com/1105492616/Palestinian-Prez-Urges-CIA-Chief-To-Pressure-Israel-To-Stop-Unilateral-Measures
1082468188	20230130	202301	2023	2023.0822											REB	RAIDER						REB			0	036	036	03	1	4.0	10	1	10	-3.1201248049922	0								0								0								20230130034500	https://www.thewrap.com/the-last-of-us-bill-frank-relationship-timeline/
1082468189	20230130	202301	2023	2023.0822											REB	RAIDER						REB			0	130	130	13	3	-4.4	10	1	10	-3.1201248049922	0								0								0								20230130034500	https://www.thewrap.com/the-last-of-us-bill-frank-relationship-timeline/
1082468190	20230130	202301	2023	2023.0822											REL	BISHOP									0	036	036	03	1	4.0	4	1	4	-3.31890331890332	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20230130034500	https://www.theguardian.com/world/2023/jan/30/australian-catholic-groups-push-for-progressive-church-reforms-in-wake-of-george-pells-death
1082468191	20230130	202301	2023	2023.0822											REL	BISHOP									0	036	036	03	1	4.0	6	1	6	-3.31890331890332	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20230130034500	https://www.theguardian.com/world/2023/jan/30/australian-catholic-groups-push-for-progressive-church-reforms-in-wake-of-george-pells-death
1082468192	20230130	202301	2023	2023.0822											RUS	RUSSIAN	RUS								0	042	042	04	1	1.9	1	1	1	-1.9280205655527	0								4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20230130034500	https://www.politico.eu/article/russia-meddling-caucasus-armenia-lachin-corridor/
1082468193	20230130	202301	2023	2023.0822											RUS	RUSSIAN	RUS								0	042	042	04	1	1.9	4	1	4	-1.9280205655527	0								4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230130034500	https://www.politico.eu/article/russia-meddling-caucasus-armenia-lachin-corridor/
