1080271049	20220115	202201	2022	2022.0411	AFR	AFRICA	AFR																		1	110	110	11	3	-2.0	4	1	4	-1.06951871657754	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230115161500	https://ewn.co.za/2023/01/15/niehaus-says-his-new-political-organisation-will-not-accept-big-donor-funding
1080271050	20220115	202201	2022	2022.0411	ZAFGOVBUS	TITO MBOWENI	ZAF					GOV	BUS												1	012	012	01	1	-0.4	10	1	10	-3.6144578313253	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20230115161500	https://www.thesouthafrican.com/lifestyle/celeb-news/mzansi-celebs-concerned-about-loadsedding-and-sanitary-and-waste-15-january-2023/
1080271051	20221216	202212	2022	2022.9479	IND	NEW DELHI	IND								CHN	BEIJING	CHN								1	010	010	01	1	0.0	7	1	7	-5.79710144927537	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230115161500	https://timesofindia.indiatimes.com/world/china/who-urges-china-to-share-more-data-on-covid-outbreak-after-beijing-reports-nearly-60000-deaths-in-a-month/articleshow/97005254.cms
1080271052	20221216	202212	2022	2022.9479	IND	NEW DELHI	IND								CHN	CHINA	CHN								1	020	020	02	1	3.0	7	1	7	-5.79710144927537	4	Yahui, Guizhou, China	CH	CH18	13071	26.1192	108.047	-1935031	4	Yahui, Guizhou, China	CH	CH18	13071	26.1192	108.047	-1935031	4	Yahui, Guizhou, China	CH	CH18	13071	26.1192	108.047	-1935031	20230115161500	https://timesofindia.indiatimes.com/world/china/who-urges-china-to-share-more-data-on-covid-outbreak-after-beijing-reports-nearly-60000-deaths-in-a-month/articleshow/97005254.cms
1080271053	20221216	202212	2022	2022.9479	REL	ARCHBISHOP																			0	027	027	02	1	4.0	5	1	5	1.46842878120411	0								0								0								20230115161500	https://www.coventrytelegraph.net/news/uk-world-news/prince-harry-wants-apology-royal-25982508
1080271054	20230108	202301	2023	2023.0219	CHN	CHINA	CHN								AFR	AFRICA	AFR								0	010	010	01	1	0.0	10	1	10	-1.36054421768708	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230115161500	https://infotel.ca/newsitem/ml-egypt-china/cp1440906870
1080271055	20230108	202301	2023	2023.0219	GOV	FOREIGN MINIST						GOV			LKA	SRI LANKA	LKA								0	036	036	03	1	4.0	2	1	2	0.418410041841	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230115161500	https://www.latestly.com/agency-news/world-news-indian-naval-ship-delhi-arrives-at-sri-lankas-trincomalee-port-4716808.html
1080271056	20230108	202301	2023	2023.0219	GOV	FOREIGN MINIST						GOV			LKA	SRI LANKA	LKA								0	036	036	03	1	4.0	6	1	6	0.418410041841	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20230115161500	https://www.latestly.com/agency-news/world-news-indian-naval-ship-delhi-arrives-at-sri-lankas-trincomalee-port-4716808.html
1080271057	20230108	202301	2023	2023.0219	GOV	FOREIGN MINIST						GOV			LKA	SRI LANKA	LKA								0	036	036	03	1	4.0	2	1	2	0.418410041841	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230115161500	https://www.latestly.com/agency-news/world-news-indian-naval-ship-delhi-arrives-at-sri-lankas-trincomalee-port-4716808.html
1080271058	20230108	202301	2023	2023.0219	GOV	EXTERNAL AFFAIRS MINIST						GOV			LKA	SRI LANKA	LKA								0	036	036	03	1	4.0	10	1	10	0.418410041841	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20230115161500	https://www.latestly.com/agency-news/world-news-indian-naval-ship-delhi-arrives-at-sri-lankas-trincomalee-port-4716808.html
