1080599659	20220117	202201	2022	2022.0466											CVL	CONSTITUENT						CVL			1	046	046	04	1	7.0	4	1	4	-3.43716433941998	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20230117220000	https://tucson.com/news/local/lawmaker-would-end-property-taxes-for-those-who-paid-off-mortgages/article_c47f1b76-9677-11ed-95f3-170c26eb0402.html
1080599660	20220117	202201	2022	2022.0466											CVL	CONSTITUENT						CVL			1	046	046	04	1	7.0	6	1	6	-3.43716433941998	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20230117220000	https://tucson.com/news/local/lawmaker-would-end-property-taxes-for-those-who-paid-off-mortgages/article_c47f1b76-9677-11ed-95f3-170c26eb0402.html
1080599661	20220117	202201	2022	2022.0466											IGOUNO	UNSC		UNO				IGO			1	163	163	16	4	-8.0	3	1	3	-4.00363967242948	0								4	Rampur, Uttar Pradesh, India	IN	IN36	70288	28.8167	79.0333	-2108995	4	Rampur, Uttar Pradesh, India	IN	IN36	70288	28.8167	79.0333	-2108995	20230117220000	https://news.abplive.com/news/india/who-is-abdul-rahman-makki-let-man-un-adds-to-global-terrorist-list-as-china-lifts-hold-1576237
1080599662	20220117	202201	2022	2022.0466											MIL	COMMANDER						MIL			0	046	046	04	1	7.0	5	1	5	-1.29764801297648	0								4	Demchok, India (general), India	IN	IN00	12983	32.6986	79.4486	-2094243	4	Demchok, India (general), India	IN	IN00	12983	32.6986	79.4486	-2094243	20230117220000	https://thenorthlines.com/no-need-to-trust-in-chinas-assurance-to-work-with-india/
1080599663	20220117	202201	2022	2022.0466	CVL	CONSTITUENT						CVL													1	046	046	04	1	7.0	4	1	4	-3.43716433941998	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20230117220000	https://tucson.com/news/local/lawmaker-would-end-property-taxes-for-those-who-paid-off-mortgages/article_c47f1b76-9677-11ed-95f3-170c26eb0402.html
1080599664	20220117	202201	2022	2022.0466	CVL	CONSTITUENT						CVL													1	046	046	04	1	7.0	6	1	6	-3.43716433941998	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20230117220000	https://tucson.com/news/local/lawmaker-would-end-property-taxes-for-those-who-paid-off-mortgages/article_c47f1b76-9677-11ed-95f3-170c26eb0402.html
1080599665	20220117	202201	2022	2022.0466	IGOUNO	UNSC		UNO				IGO			CHN	CHINA	CHN								1	163	163	16	4	-8.0	1	1	1	-4.00363967242948	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Rampur, Uttar Pradesh, India	IN	IN36	70288	28.8167	79.0333	-2108995	20230117220000	https://news.abplive.com/news/india/who-is-abdul-rahman-makki-let-man-un-adds-to-global-terrorist-list-as-china-lifts-hold-1576237
1080599666	20220117	202201	2022	2022.0466	IGOUNO	UNSC		UNO				IGO			CHN	CHINA	CHN								1	163	163	16	4	-8.0	1	1	1	-4.00363967242948	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230117220000	https://news.abplive.com/news/india/who-is-abdul-rahman-makki-let-man-un-adds-to-global-terrorist-list-as-china-lifts-hold-1576237
1080599667	20220117	202201	2022	2022.0466	LVA	LATVIAN	LVA								UGA	UGANDA	UGA								1	042	042	04	1	1.9	10	1	10	-11.2244897959184	1	Latvia	LG	LG		57	25	LG	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20230117220000	https://www.aa.com.tr/en/africa/ugandan-pastor-accused-of-raping-latvian-woman-arrested/2790069
1080599668	20220117	202201	2022	2022.0466	LVA	LATVIAN	LVA								UGA	UGANDA	UGA								1	112	112	11	3	-2.0	4	1	4	-11.2244897959184	1	Latvia	LG	LG		57	25	LG	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20230117220000	https://www.aa.com.tr/en/africa/ugandan-pastor-accused-of-raping-latvian-woman-arrested/2790069
