1081771978	20220125	202201	2022	2022.0685											USA	UNITED STATES	USA								0	057	057	05	1	8.0	1	1	1	1.82767624020887	0								3	Plaquemines Parish, Louisiana, United States	US	USLA		29.4502	-89.7001	558125	3	Plaquemines Parish, Louisiana, United States	US	USLA		29.4502	-89.7001	558125	20230125121500	https://lailluminator.com/2023/01/25/louisiana-democratic-party-funneled-utility-donations-to-climate-candidates-challenger/
1081771979	20220125	202201	2022	2022.0685											USA	UNITED STATES	USA								0	057	057	05	1	8.0	1	1	1	1.82767624020887	0								3	Plaquemines Parish, Louisiana, United States	US	USLA		29.4502	-89.7001	558125	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230125121500	https://lailluminator.com/2023/01/25/louisiana-democratic-party-funneled-utility-donations-to-climate-candidates-challenger/
1081771980	20220125	202201	2022	2022.0685	AUS	AUSTRALIA	AUS																		0	020	020	02	1	3.0	1	1	1	-1.01596516690856	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20230125121500	https://mb.com.ph/2023/01/25/earths-inner-core-rotating-slower-than-surface-study-suggests/
1081771981	20220125	202201	2022	2022.0685	BGD	DHAKA	BGD																		1	016	016	01	1	-2.0	3	1	3	-4.39024390243902	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230125121500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/shahinuddin-murder-pbi-gets-9th-date-complete-probe-3230151
1081771982	20220125	202201	2022	2022.0685	BGD	DHAKA	BGD																		1	090	090	09	2	-2.0	3	1	3	-4.39024390243902	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230125121500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/shahinuddin-murder-pbi-gets-9th-date-complete-probe-3230151
1081771983	20220125	202201	2022	2022.0685	BGD	DHAKA	BGD																		1	1014	101	10	3	-5.0	3	1	3	-4.39024390243902	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230125121500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/shahinuddin-murder-pbi-gets-9th-date-complete-probe-3230151
1081771984	20220125	202201	2022	2022.0685	BGD	DHAKA	BGD								LEG	LAWMAKER						LEG			1	0214	021	02	1	3.4	10	1	10	-4.39024390243902	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230125121500	https://www.thedailystar.net/news/bangladesh/crime-justice/news/shahinuddin-murder-pbi-gets-9th-date-complete-probe-3230151
1081771985	20220125	202201	2022	2022.0685	TON	TONGA	TON																		1	013	013	01	1	0.4	5	1	5	-4.4004400440044	1	Antarctica	AY	AY		-85.6221	32.3438	AY	0								1	Antarctica	AY	AY		-85.6221	32.3438	AY	20230125121500	https://www.space.com/hunga-tonga-will-make-ozone-hole-larger
1081771986	20220125	202201	2022	2022.0685	TON	TONGA	TON								CVL	SCIENTIST						CVL			1	013	013	01	1	0.4	5	1	5	-4.4004400440044	1	Antarctica	AY	AY		-85.6221	32.3438	AY	1	Antarctica	AY	AY		-85.6221	32.3438	AY	1	Antarctica	AY	AY		-85.6221	32.3438	AY	20230125121500	https://www.space.com/hunga-tonga-will-make-ozone-hole-larger
1081771987	20220125	202201	2022	2022.0685	USA	UNITED STATES	USA																		0	057	057	05	1	8.0	1	1	1	1.82767624020887	3	Plaquemines Parish, Louisiana, United States	US	USLA	LA075	29.4502	-89.7001	558125	0								3	Plaquemines Parish, Louisiana, United States	US	USLA		29.4502	-89.7001	558125	20230125121500	https://lailluminator.com/2023/01/25/louisiana-democratic-party-funneled-utility-donations-to-climate-candidates-challenger/
