1078516415	20230103	202301	2023	2023.0082											NGA	NIGERIA	NGA								0	100	100	10	3	-5.0	8	1	8	-2.08136234626301	0								5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	20230103044500	https://www.vanguardngr.com/2023/01/presidency-to-obasanjo-your-tenure-represented-dark-days-of-democracy/
1078516416	20230103	202301	2023	2023.0082											NGA	NIGERIA	NGA								0	100	100	10	3	-5.0	2	1	2	-2.08136234626301	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	20230103044500	https://www.vanguardngr.com/2023/01/presidency-to-obasanjo-your-tenure-represented-dark-days-of-democracy/
1078516417	20230103	202301	2023	2023.0082											NGOHLHMSF	DOCTORS WITHOUT BORDERS		MSF				NGO	HLH		1	043	043	04	1	2.8	3	1	3	-1.73913043478261	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20230103044500	https://www.macaubusiness.com/charity-races-to-save-migrants-despite-italys-new-law/
1078516418	20230103	202301	2023	2023.0082											NRMWLN060	NARCOTICS ANONYMOUS				NRM					1	046	046	04	1	7.0	20	1	20	-7.14285714285714	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20230103044500	https://www.kecofm.com/community-calendar/narcotics-anonymous-meetings/2023-01-04/
1078516419	20230103	202301	2023	2023.0082											PAK	PAKISTAN	PAK								0	036	036	03	1	4.0	4	1	4	-0.23529411764706	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20230103044500	https://voiceofvienna.org/?p=3762
1078516420	20230103	202301	2023	2023.0082											RUS	RUSSIA	RUS								0	042	042	04	1	1.9	1	1	1	-1.55860349127182	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Lavra, Kirovskaya Oblast', Russia	RS	RS33	25060	57.9294	49.0199	11149056	20230103044500	https://freerepublic.com/tag/*/index?more=4120477
1078516421	20230103	202301	2023	2023.0082											RUS	RUSSIAN	RUS								0	060	060	06	2	6.0	1	1	1	-2.08136234626301	0								4	Anambra, Nigeria (general), Nigeria	NI	NI00	22911	7.26667	7.4	-1999832	4	Anambra, Nigeria (general), Nigeria	NI	NI00	22911	7.26667	7.4	-1999832	20230103044500	https://www.vanguardngr.com/2023/01/presidency-to-obasanjo-your-tenure-represented-dark-days-of-democracy/
1078516422	20230103	202301	2023	2023.0082											RUS	RUSSIAN	RUS								0	060	060	06	2	6.0	4	1	4	-2.08136234626301	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230103044500	https://www.vanguardngr.com/2023/01/presidency-to-obasanjo-your-tenure-represented-dark-days-of-democracy/
1078516423	20230103	202301	2023	2023.0082											SWE	SWEDEN	SWE								1	051	051	05	1	3.4	6	1	6	2.0066889632107	0								4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230103044500	https://www.globaltimes.cn/page/202301/1283048.shtml
1078516424	20230103	202301	2023	2023.0082											UKREDU	UKRAINIAN	UKR					EDU			0	040	040	04	1	1.0	6	1	6	3.90455531453362	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230103044500	https://www.business-standard.com/article/international/zelenskyy-expresses-gratitude-to-ursula-von-der-leyen-for-eu-support-123010300025_1.html
1078516425	20230103	202301	2023	2023.0082											USA	UNITED STATES	USA								1	036	036	03	1	4.0	3	1	3	3.73027259684361	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20230103044500	https://collive.com/acclaimed-academy-of-chasidic-psychology-coming-to-america/
1078516426	20230103	202301	2023	2023.0082											USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	2.99625468164794	0								3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL		26.1223	-80.1434	282693	20230103044500	https://www.prnewswire.com:443/news-releases/fort-lauderdale-attorney-talks-with-gdl-about-marcy-resniks-women-mentorship-in-law-programs-301712061.html
1078516427	20230103	202301	2023	2023.0082											USA	FLORIDA	USA								0	040	040	04	1	1.0	20	1	10	7.47967479674797	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230103044500	https://www.wesh.com/article/central-florida-hopes-dreams-2023/42380810
1078516428	20230103	202301	2023	2023.0082											USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	4.47470817120622	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20230103044500	https://mb.com.ph/2023/01/03/gossip-girl-cesar-montano-and-partner-join-sunshine-cruz-and-kids-plus-diego-loyzaga-for-new-years-eve-in-bohol/
1078516429	20230103	202301	2023	2023.0082											USA	UNITED STATES	USA								1	100	100	10	3	-5.0	2	1	2	-0.53763440860215	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230103044500	https://www.wnd.com/2023/01/newt-gingrich-house-republicans-opposing-mccarthy-psychological-problem/
1078516430	20230103	202301	2023	2023.0082											USA	UNITED STATES	USA								1	138	138	13	3	-7.0	2	1	2	-7.69230769230769	0								3	Warner Robins, Georgia, United States	US	USGA		32.621	-83.5999	333366	3	Warner Robins, Georgia, United States	US	USGA		32.621	-83.5999	333366	20230103044500	https://www.41nbc.com/person-shot-in-warner-robins-street-fight/
1078516431	20230103	202301	2023	2023.0082											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-7.69230769230769	0								3	Warner Robins, Georgia, United States	US	USGA		32.621	-83.5999	333366	3	Warner Robins, Georgia, United States	US	USGA		32.621	-83.5999	333366	20230103044500	https://www.41nbc.com/person-shot-in-warner-robins-street-fight/
1078516432	20230103	202301	2023	2023.0082											USACVL	FLORIDA	USA					CVL			1	040	040	04	1	1.0	14	1	8	7.47967479674797	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230103044500	https://www.wesh.com/article/central-florida-hopes-dreams-2023/42380810
1078516433	20230103	202301	2023	2023.0082											USAGOV	JOE BIDEN	USA					GOV			0	051	051	05	1	3.4	3	1	3	0.33557046979866	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230103044500	https://www.newsweek.com/kevin-mccarthy-optimistic-about-house-speaker-vote-despite-gop-republican-criticism-1770757
1078516434	20230103	202301	2023	2023.0082											USAJUD	UNITED STATES	USA					JUD			0	040	040	04	1	1.0	6	1	6	-4.58333333333333	0								3	Marion County, Indiana, United States	US	USIN		39.7684	-86.1555	450371	3	Marion County, Indiana, United States	US	USIN		39.7684	-86.1555	450371	20230103044500	https://www.wishtv.com/news/crime-watch-8/impd-teenager-dies-at-hospital-after-unintentional-shooting-at-home/
1078516435	20230103	202301	2023	2023.0082	AFG	KABUL	AFG								ELI	RETIRED						ELI			1	114	114	11	3	-2.0	7	1	7	-4.74308300395257	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230103044500	https://www.bignewsnetwork.com/news/273305918/kabul-retired-officials-stage-protest-over-unpaid-pensions
1078516436	20230103	202301	2023	2023.0082	AFG	KABUL	AFG								ELI	RETIRED						ELI			1	141	141	14	3	-6.5	15	1	10	-4.74308300395257	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230103044500	https://www.bignewsnetwork.com/news/273305918/kabul-retired-officials-stage-protest-over-unpaid-pensions
1078516437	20230103	202301	2023	2023.0082	AFGINSTAL	TALIBAN	AFG	TAL				INS													0	020	020	02	1	3.0	10	1	10	-4.74308300395257	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230103044500	https://www.bignewsnetwork.com/news/273305918/kabul-retired-officials-stage-protest-over-unpaid-pensions
1078516438	20230103	202301	2023	2023.0082	AFGINSTAL	TALIBAN	AFG	TAL				INS			UIS	THE INTERNATIONAL COMMUNITY						UIS			0	012	012	01	1	-0.4	10	1	10	-4.74308300395257	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20230103044500	https://www.bignewsnetwork.com/news/273305918/kabul-retired-officials-stage-protest-over-unpaid-pensions
1078516439	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR																		1	043	043	04	1	2.8	4	1	4	-0.9090909090909	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20230103044500	https://www.mamamia.com.au/prince-harry-memoir/
1078516440	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR								CHN	CHINA	CHN								0	013	013	01	1	0.4	8	1	8	-0.30643513789581	4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	1	China	CH	CH		35	105	CH	4	Stellenbosch, Western Cape, South Africa	SF	SF11	77338	-33.9346	18.8668	-1287082	20230103044500	https://www.businessdailyafrica.com/bd/economy/tanzania-takes-on-kenya-with-sh271bn-sgr-link-to-drc--4073636
1078516441	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR								CHN	CHINA	CHN								0	013	013	01	1	0.4	2	1	2	-0.30643513789581	4	Malaba, Provincia de Bioko Norte, Equatorial Guinea	EK	EK04	18585	3.75	8.78333	-2064461	4	Malaba, Provincia de Bioko Norte, Equatorial Guinea	EK	EK04	18585	3.75	8.78333	-2064461	4	Malaba, Provincia de Bioko Norte, Equatorial Guinea	EK	EK04	18585	3.75	8.78333	-2064461	20230103044500	https://www.businessdailyafrica.com/bd/economy/tanzania-takes-on-kenya-with-sh271bn-sgr-link-to-drc--4073636
1078516442	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR								GOV	PRINCE						GOV			1	020	020	02	1	3.0	6	1	6	-0.9090909090909	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20230103044500	https://www.mamamia.com.au/prince-harry-memoir/
1078516443	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR								KEN	KENYA	KEN								0	046	046	04	1	7.0	1	1	1	-0.30643513789581	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20230103044500	https://www.businessdailyafrica.com/bd/economy/tanzania-takes-on-kenya-with-sh271bn-sgr-link-to-drc--4073636
1078516444	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR								KEN	KENYA	KEN								0	046	046	04	1	7.0	1	1	1	-0.30643513789581	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	1	Central African Republic	CT	CT		7	21	CT	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20230103044500	https://www.businessdailyafrica.com/bd/economy/tanzania-takes-on-kenya-with-sh271bn-sgr-link-to-drc--4073636
1078516445	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR								UGA	UGANDA	UGA								0	160	160	16	4	-4.0	1	1	1	-0.30643513789581	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20230103044500	https://www.businessdailyafrica.com/bd/economy/tanzania-takes-on-kenya-with-sh271bn-sgr-link-to-drc--4073636
1078516446	20230103	202301	2023	2023.0082	AFR	AFRICA	AFR								UGA	UGANDA	UGA								0	160	160	16	4	-4.0	1	1	1	-0.30643513789581	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20230103044500	https://www.businessdailyafrica.com/bd/economy/tanzania-takes-on-kenya-with-sh271bn-sgr-link-to-drc--4073636
1078516447	20230103	202301	2023	2023.0082	ARE	UNITED ARAB EMIRATES	ARE																		1	193	193	19	4	-10.0	4	1	4	5.21172638436482	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20230103044500	https://www.india.com/entertainment/nysa-devgan-flaunts-hot-figure-risky-black-dress-unbelievably-plunging-neckline-party-dubai-see-viral-pics-5835695/
1078516448	20230103	202301	2023	2023.0082	ARE	DUBAI	ARE								GOV	MINIST FOR FOREIGN						GOV			0	040	040	04	1	1.0	7	1	7	1.82232346241458	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20230103044500	https://eturbonews.com/zanzibar-president-attracts-potential-new-tourism-investors/
1078516449	20230103	202301	2023	2023.0082	ARE	UNITED ARAB EMIRATES	ARE								GOV	MINIST FOR FOREIGN						GOV			0	046	046	04	1	7.0	2	1	2	1.82232346241458	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20230103044500	https://eturbonews.com/zanzibar-president-attracts-potential-new-tourism-investors/
1078516450	20230103	202301	2023	2023.0082	ARE	DUBAI	ARE								GOV	MINIST FOR FOREIGN						GOV			0	046	046	04	1	7.0	5	1	5	1.82232346241458	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20230103044500	https://eturbonews.com/zanzibar-president-attracts-potential-new-tourism-investors/
1078516451	20230103	202301	2023	2023.0082	AUS	AUSTRALIAN	AUS																		1	090	090	09	2	-2.0	8	2	8	-3.32749562171628	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Main Beach, Queensland, Australia	AS	AS04	5232	-27.5751	153.327	11423483	20230103044500	https://www.johnogroat-journal.co.uk/news/national/british-pair-among-four-killed-in-helicopter-collision-in-australia-67148/
1078516452	20230103	202301	2023	2023.0082	AUS	AUSTRALIA	AUS								USA	THE US	USA								0	014	014	01	1	0.0	10	1	10	-0.729927007299271	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20230103044500	https://www.afr.com/politics/federal/safety-first-business-leader-backs-china-testing-rules-20230103-p5ca0g
1078516453	20230103	202301	2023	2023.0082	AUS	AUSTRALIA	AUS								USA	THE US	USA								0	120	120	12	3	-4.0	10	1	10	-0.729927007299271	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230103044500	https://www.afr.com/politics/federal/safety-first-business-leader-backs-china-testing-rules-20230103-p5ca0g
1078516454	20230103	202301	2023	2023.0082	AUT	AUSTRIA	AUT																		0	043	043	04	1	2.8	8	1	8	-2.68595041322314	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20230103044500	https://voiceofvienna.org/?p=3753
1078516455	20230103	202301	2023	2023.0082	AUT	AUSTRIA	AUT																		0	043	043	04	1	2.8	2	1	2	-2.68595041322314	1	Cyprus	CY	CY		35	33	CY	0								1	Cyprus	CY	CY		35	33	CY	20230103044500	https://voiceofvienna.org/?p=3753
1078516456	20230103	202301	2023	2023.0082	AUT	AUSTRIAN	AUT								AUTGOV	AUSTRIA	AUT					GOV			0	130	130	13	3	-4.4	4	1	4	-7.75	4	Steinplatte, Niederörreich, Austria	AU	AU03	5611	48.7333	15.5833	-1992418	4	Steinplatte, Niederörreich, Austria	AU	AU03	5611	48.7333	15.5833	-1992418	4	Steinplatte, Niederörreich, Austria	AU	AU03	5611	48.7333	15.5833	-1992418	20230103044500	https://voiceofvienna.org/?p=3759
1078516457	20230103	202301	2023	2023.0082	AUT	AUSTRIA	AUT								CYP	CYPRUS	CYP								0	042	042	04	1	1.9	6	1	6	-2.68595041322314	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20230103044500	https://voiceofvienna.org/?p=3753
1078516458	20230103	202301	2023	2023.0082	AUT	AUSTRIA	AUT								CYP	CYPRUS	CYP								0	042	042	04	1	1.9	4	1	4	-2.68595041322314	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20230103044500	https://voiceofvienna.org/?p=3753
