1078516391	20220103	202201	2022	2022.0082	PAKGOV	HUSAIN HAQQANI	PAK					GOV			PAK	PAKISTAN	PAK								1	112	112	11	3	-2.0	1	1	1	-2.89330922242315	4	Abbottabad, North-West Frontier, Pakistan	PK	PK03	40337	34.1469	73.2145	-2754270	4	Abbottabad, North-West Frontier, Pakistan	PK	PK03	40337	34.1469	73.2145	-2754270	4	Abbottabad, North-West Frontier, Pakistan	PK	PK03	40337	34.1469	73.2145	-2754270	20230103044500	https://www.catchnews.com/international-news/had-been-a-playboy-admits-former-pakistan-pm-imran-khan-242929.html
1078516392	20221227	202212	2022	2022.9781	THA	THAILAND	THA																		1	071	071	07	2	7.4	5	1	5	1.62790697674419	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20230103044500	https://www.dealstreetasia.com/stories/data-vantage-sirionlabs-qoala-323513
1078516393	20221227	202212	2022	2022.9781	THA	THAILAND	THA																		1	071	071	07	2	7.4	5	1	5	1.62790697674419	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Singapore	SN	SN		1.366667	103.8	SN	20230103044500	https://www.dealstreetasia.com/stories/data-vantage-sirionlabs-qoala-323513
1078516394	20230102	202301	2023	2023.0055	NGAELI	OLUSEGUN OBASANJO	NGA					ELI			PTY	PRESIDENTIAL CANDIDATE									1	051	051	05	1	3.4	4	1	4	-2.08136234626301	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	20230103044500	https://www.vanguardngr.com/2023/01/presidency-to-obasanjo-your-tenure-represented-dark-days-of-democracy/
1078516395	20230102	202301	2023	2023.0055	NGAELI	OLUSEGUN OBASANJO	NGA					ELI			PTY	PRESIDENTIAL CANDIDATE									1	051	051	05	1	3.4	1	1	1	-2.08136234626301	5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230103044500	https://www.vanguardngr.com/2023/01/presidency-to-obasanjo-your-tenure-represented-dark-days-of-democracy/
1078516396	20230103	202301	2023	2023.0082											AFR	AFRICA	AFR								1	042	042	04	1	1.9	4	1	4	-0.9090909090909	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20230103044500	https://www.mamamia.com.au/prince-harry-memoir/
1078516397	20230103	202301	2023	2023.0082											AUT	AUSTRIA	AUT								0	042	042	04	1	1.9	8	1	8	-2.68595041322314	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20230103044500	https://voiceofvienna.org/?p=3753
1078516398	20230103	202301	2023	2023.0082											AUT	AUSTRIA	AUT								0	042	042	04	1	1.9	2	1	2	-2.68595041322314	0								1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20230103044500	https://voiceofvienna.org/?p=3753
1078516399	20230103	202301	2023	2023.0082											BRA	BRAZIL	BRA								1	100	100	10	3	-5.0	3	1	3	-5.97014925373134	0								4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20230103044500	https://www.advocate.com/crime/2023/1/02/george-santos-face-reopened-fraud-case-brazil
1078516400	20230103	202301	2023	2023.0082											CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	1.875	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20230103044500	https://www.thestar.com.my/aseanplus/aseanplus-news/2023/01/03/bongbong-marcos-off-to-china-for-three-day-state-visit
1078516401	20230103	202301	2023	2023.0082											COLUAF	COLOMBIAN	COL					UAF			0	050	050	05	1	3.5	6	1	6	-4.25963488843813	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20230103044500	https://www.thenews.com.pk/print/1026190-colombia-strikes-ceasefire-deal-with-main-armed-groups
1078516402	20230103	202301	2023	2023.0082											EDU	STUDENT						EDU			1	1823	182	18	4	-10.0	10	1	10	-9.01960784313725	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20230103044500	https://www.india.com/karnataka/btech-student-attempts-suicide-after-stabbing-friend-to-death-at-presidency-college-campus-in-bengaluru-battling-for-life-latest-news-5835675/
1078516403	20230103	202301	2023	2023.0082											GOV	MINIST FOR FOREIGN						GOV			0	040	040	04	1	1.0	3	1	3	1.82232346241458	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20230103044500	https://eturbonews.com/zanzibar-president-attracts-potential-new-tourism-investors/
1078516404	20230103	202301	2023	2023.0082											GOV	MINIST FOR FOREIGN						GOV			1	046	046	04	1	7.0	5	1	5	1.82232346241458	0								1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20230103044500	https://eturbonews.com/zanzibar-president-attracts-potential-new-tourism-investors/
1078516405	20230103	202301	2023	2023.0082											HLH	HOSPITAL						HLH			0	0874	087	08	2	10.0	10	1	10	0.36101083032491	0								0								0								20230103044500	https://www.brainerddispatch.com/news/local/crow-wing-countys-1st-2023-baby-belongs-to-pine-river-couple
1078516406	20230103	202301	2023	2023.0082											IGOREFIOM	INTERNATIONAL ORGANIZATION FOR MIGRATION		IOM				IGO	REF		0	042	042	04	1	1.9	5	1	5	-1.73913043478261	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20230103044500	https://www.macaubusiness.com/charity-races-to-save-migrants-despite-italys-new-law/
1078516407	20230103	202301	2023	2023.0082											IND	DELHI	IND								1	042	042	04	1	1.9	6	1	6	-4.58333333333333	0								4	Phuket, Phuket, Thailand	TH	TH62	26915	7.83333	98.3833	-3253342	4	Phuket, Phuket, Thailand	TH	TH62	26915	7.83333	98.3833	-3253342	20230103044500	https://www.india.com/news/india/phuket-bound-indigo-flight-makes-emergency-landing-at-delhi-airport-due-to-technical-glitch-5835824/
1078516408	20230103	202301	2023	2023.0082											ISR	ISRAEL	ISR								0	040	040	04	1	1.0	2	1	2	-2.3454157782516	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20230103044500	https://www.timesofisrael.com/communications-minister-dials-back-kosher-phone-reforms-opposed-by-ultra-orthodox/
1078516409	20230103	202301	2023	2023.0082											JEW	JUDAISM				JEW					0	040	040	04	1	1.0	6	1	6	-2.3454157782516	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20230103044500	https://www.timesofisrael.com/communications-minister-dials-back-kosher-phone-reforms-opposed-by-ultra-orthodox/
1078516410	20230103	202301	2023	2023.0082											JUD	PROSECUTOR						JUD			0	040	040	04	1	1.0	2	1	2	-4.58333333333333	0								3	Marion County, Indiana, United States	US	USIN		39.7684	-86.1555	450371	3	Marion County, Indiana, United States	US	USIN		39.7684	-86.1555	450371	20230103044500	https://www.wishtv.com/news/crime-watch-8/impd-teenager-dies-at-hospital-after-unintentional-shooting-at-home/
1078516411	20230103	202301	2023	2023.0082											LEG	NATIONAL ASSEMBLY						LEG			0	036	036	03	1	4.0	2	1	2	-2.89330922242315	0								4	Abbottabad, North-West Frontier, Pakistan	PK	PK03	40337	34.1469	73.2145	-2754270	4	Abbottabad, North-West Frontier, Pakistan	PK	PK03	40337	34.1469	73.2145	-2754270	20230103044500	https://www.catchnews.com/international-news/had-been-a-playboy-admits-former-pakistan-pm-imran-khan-242929.html
1078516412	20230103	202301	2023	2023.0082											MED	SPOKESMAN						MED			1	173	173	17	4	-5.0	10	1	10	-7.36698499317872	0								0								0								20230103044500	https://www.santafenewmexican.com/news/local_news/3rd-suspect-arrested-in-homicide-case-1-still-at-large/article_fa41b4fe-8acd-11ed-bb0b-cf0031350170.html
1078516413	20230103	202301	2023	2023.0082											MIL	CARRIER						MIL			1	042	042	04	1	1.9	20	1	20	0	0								0								0								20230103044500	https://www.routesonline.com/news/tagged/9182/sky-high-cv/
1078516414	20230103	202301	2023	2023.0082											MNCUSAMED	GOOGLE	USA					MNC	MED		0	051	051	05	1	3.4	10	1	10	6.18374558303887	0								1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20230103044500	https://www.sammobile.com/news/samsung-smart-monitor-m8-2023-27-inch-pivot-stand-2k-webcam/
