1080963411	20221220	202212	2022	2022.9589	RUS	RUSSIA	RUS								CHN	CHINA	CHN								1	062	062	06	2	7.4	2	1	2	-1.90274841437632	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20230119231500	https://www.dailymaverick.co.za/article/2023-01-19-insensitive-sandf-to-go-ahead-with-china-russia-joint-exercise/
1080963412	20230112	202301	2023	2023.0329	CHE	DAVOS	CHE								USA	UNITED STATES	USA								1	040	040	04	1	1.0	6	1	6	0	4	Davos, Switzerland (general), Switzerland	SZ	SZ00	26294	46.8167	9.83333	-2551751	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	4	Davos, Switzerland (general), Switzerland	SZ	SZ00	26294	46.8167	9.83333	-2551751	20230119231500	https://www.chicagobusiness.com/politics/pritzker-pitches-illinois-world-economic-forum-davos
1080963413	20230112	202301	2023	2023.0329	COP	DEPUTY						COP													0	084	084	08	2	7.0	2	1	2	-6.29599345870809	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	0								3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	20230119231500	https://www.fayettetribune.com/news/police-court-briefs/article_19fde612-983b-11ed-ba84-4f6655a18c95.html
1080963414	20230112	202301	2023	2023.0329	COP	DEPUTY						COP			USA	UNITED STATES	USA								0	084	084	08	2	7.0	2	1	2	-6.29599345870809	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	20230119231500	https://www.fayettetribune.com/news/police-court-briefs/article_19fde612-983b-11ed-ba84-4f6655a18c95.html
1080963415	20230112	202301	2023	2023.0329	JUD	JUDGE						JUD													1	1821	182	18	4	-9.0	6	1	6	-3.53606789250354	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230119231500	https://abovethelaw.com/2023/01/stable-genius-mistakes-e-jean-carroll-for-his-wife/
1080963416	20230112	202301	2023	2023.0329	JUD	PUBLIC DEFENDER						JUD			MEX	MEXICO	MEX								1	1014	101	10	3	-5.0	2	1	2	-3.13043478260869	4	Rosarito, Sinaloa, Mexico	MX	MX25	20887	24.3333	-107.4	-3825989	4	Rosarito, Sinaloa, Mexico	MX	MX25	20887	24.3333	-107.4	-3825989	4	Rosarito, Sinaloa, Mexico	MX	MX25	20887	24.3333	-107.4	-3825989	20230119231500	https://www.lamag.com/citythinkblog/wife-suspects-foul-play-after-oc-public-defender-dies-at-mexican-resort/
1080963417	20230112	202301	2023	2023.0329	JUD	PUBLIC DEFENDER						JUD			MEX	MEXICO	MEX								1	1014	101	10	3	-5.0	6	1	6	-3.13043478260869	4	Baja California, Chiapas, Mexico	MX	MX05	19705	16.4167	-93.7833	6255325	4	Baja California, Chiapas, Mexico	MX	MX05	19705	16.4167	-93.7833	6255325	4	Baja California, Chiapas, Mexico	MX	MX05	19705	16.4167	-93.7833	6255325	20230119231500	https://www.lamag.com/citythinkblog/wife-suspects-foul-play-after-oc-public-defender-dies-at-mexican-resort/
1080963418	20230112	202301	2023	2023.0329	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	1821	182	18	4	-9.0	4	1	4	-3.53606789250354	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230119231500	https://abovethelaw.com/2023/01/stable-genius-mistakes-e-jean-carroll-for-his-wife/
1080963419	20230112	202301	2023	2023.0329	MEXJUD	MEXICO	MEX					JUD			MEX	MEXICO	MEX								1	1014	101	10	3	-5.0	2	1	2	-3.13043478260869	4	Rosarito, Sinaloa, Mexico	MX	MX25	20887	24.3333	-107.4	-3825989	4	Rosarito, Sinaloa, Mexico	MX	MX25	20887	24.3333	-107.4	-3825989	4	Rosarito, Sinaloa, Mexico	MX	MX25	20887	24.3333	-107.4	-3825989	20230119231500	https://www.lamag.com/citythinkblog/wife-suspects-foul-play-after-oc-public-defender-dies-at-mexican-resort/
1080963420	20230112	202301	2023	2023.0329	USA	UNITED STATES	USA																		1	084	084	08	2	7.0	2	1	2	3.47682119205298	3	Santa Clarita, California, United States	US	USCA	CA037	34.3917	-118.543	1662338	0								3	Santa Clarita, California, United States	US	USCA		34.3917	-118.543	1662338	20230119231500	https://scvnews.com/scvedc-highlights-local-film-industry-wellness-forum-in-new-blog/
1080963421	20230112	202301	2023	2023.0329	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	1	1	1	-3.24254215304799	3	Ojai Valley, California, United States	US	USCA	CA111	34.4458	-119.27	272773	0								3	Ojai Valley, California, United States	US	USCA		34.4458	-119.27	272773	20230119231500	https://www.yahoo.com/news/ojai-man-convicted-killing-oak-224856968.html
1080963422	20230112	202301	2023	2023.0329	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	5	1	5	-3.24254215304799	3	Ojai Valley, California, United States	US	USCA	CA111	34.4458	-119.27	272773	0								3	Ventura County, California, United States	US	USCA		34.4667	-119.018	277320	20230119231500	https://www.yahoo.com/news/ojai-man-convicted-killing-oak-224856968.html
1080963423	20230112	202301	2023	2023.0329	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	2	1	2	-3.24254215304799	2	California, United States	US	USCA		36.17	-119.746	CA	0								3	Ventura County, California, United States	US	USCA		34.4667	-119.018	277320	20230119231500	https://www.yahoo.com/news/ojai-man-convicted-killing-oak-224856968.html
1080963424	20230112	202301	2023	2023.0329	USA	UNITED STATES	USA								CHE	DAVOS	CHE								1	040	040	04	1	1.0	6	1	6	0	4	Davos, Switzerland (general), Switzerland	SZ	SZ00	26294	46.8167	9.83333	-2551751	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20230119231500	https://www.chicagobusiness.com/politics/pritzker-pitches-illinois-world-economic-forum-davos
1080963425	20230112	202301	2023	2023.0329	USA	UNITED STATES	USA								COP	DEPUTY						COP			0	084	084	08	2	7.0	6	1	6	-6.29599345870809	3	Fayette County, Pennsylvania, United States	US	USPA	PA051	40.1254	-79.75	1209179	3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	3	Fayette County, Pennsylvania, United States	US	USPA		40.1254	-79.75	1209179	20230119231500	https://www.fayettetribune.com/news/police-court-briefs/article_19fde612-983b-11ed-ba84-4f6655a18c95.html
1080963426	20230118	202301	2023	2023.0493											AUS	AUSTRALIA	AUS								1	046	046	04	1	7.0	4	1	4	-2.20264317180617	0								1	Estonia	EN	EN		59	26	EN	1	Estonia	EN	EN		59	26	EN	20230119231500	https://borneobulletin.com.bn/ruud-beaten-to-boost-djokovic-title-charge-at-australian-open/
1080963427	20230119	202301	2023	2023.0521											AFR	AFRICA	AFR								0	120	120	12	3	-4.0	4	1	4	0.33898305084746	0								5	Free State, Free State, South Africa	SF	SF03	77365	-29	26	-1269735	5	Free State, Free State, South Africa	SF	SF03	77365	-29	26	-1269735	20230119231500	https://www.dailymaverick.co.za/article/2023-01-19-joy-maimelas-fountain-of-youth-crises-issues-may-rain-on-ramaphosas-nec-parade/
1080963428	20230119	202301	2023	2023.0521											AGR	FARMER						AGR			1	043	043	04	1	2.8	5	1	5	-0.97402597402597	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20230119231500	https://www.thezimbabwemail.com/farming-environment/agriculture-enviroment/govt-white-farmers-head-for-showdown/
1080963429	20230119	202301	2023	2023.0521											AGR	FARMER						AGR			0	100	100	10	3	-5.0	10	1	10	1.02695763799744	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230119231500	https://www.manicapost.co.zw/fertiliser-prices-tumble/
1080963430	20230119	202301	2023	2023.0521											BUS	COMPANY						BUS			0	051	051	05	1	3.4	10	1	10	0.73046018991965	0								4	Blackrock, Eastern Cape, South Africa	SF	SF05	77323	-32.0167	29.1	-1211403	4	Blackrock, Eastern Cape, South Africa	SF	SF05	77323	-32.0167	29.1	-1211403	20230119231500	https://www.dailymaverick.co.za/article/2023-01-19-in-the-boardroom-play-who-ultimately-appoints-the-cast-shareholders-must-step-up/
1080963431	20230119	202301	2023	2023.0521											BUS	PRODUCER						BUS			0	057	057	05	1	8.0	10	1	10	-2.11780277961615	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20230119231500	https://www.dailymaverick.co.za/article/2023-01-19-dumped-metros-start-the-move-away-from-eskom-and-towards-independent-power-producers/
1080963432	20230119	202301	2023	2023.0521											BUS	BUSINESS						BUS			1	100	100	10	3	-5.0	10	1	10	0	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230119231500	https://stupiddope.com/2023/01/small-businesses-big-impact-how-were-putting-local-businesses-on-the-map/
1080963433	20230119	202301	2023	2023.0521											CAN	MONTREAL	CAN								1	057	057	05	1	8.0	10	1	10	-1.31147540983607	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20230119231500	https://www.wltx.com/article/weather/the-ozone-layer-slowly-healing/101-d3fe6d0a-5f70-4e22-877c-f417b80b3bf0
1080963434	20230119	202301	2023	2023.0521											CAN	CANADA	CAN								0	060	060	06	2	6.0	6	1	6	-3.96270396270397	0								4	Grey County, Ontario, Canada	CA	CA08	12652	44.3333	-80.75	-565638	4	Grey County, Ontario, Canada	CA	CA08	12652	44.3333	-80.75	-565638	20230119231500	https://www.clintonnewsrecord.com:443/news/local-news/owen-sound-lawyer-bows-out-after-45-years
1080963435	20230119	202301	2023	2023.0521											CAN	ALBERTA	CAN								1	070	070	07	2	7.0	8	1	8	6.74846625766871	0								4	Fort Saskatchewan, Alberta, Canada	CA	CA01	154724	53.7167	-113.2	-564833	4	Fort Saskatchewan, Alberta, Canada	CA	CA01	154724	53.7167	-113.2	-564833	20230119231500	https://www.wetaskiwintimes.com:443/news/mla-presents-seven-local-community-leaders-with-queens-jubilee-medal
1080963436	20230119	202301	2023	2023.0521											CHE	DAVOS	CHE								1	036	036	03	1	4.0	5	1	5	-2.22222222222222	0								3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	20230119231500	http://www.chicagotribune.com/opinion/editorials/ct-editorial-gas-stove-environmental-offsets-20230119-2pwofhxgtzbohekuq77pi5qymy-story.html
1080963437	20230119	202301	2023	2023.0521											CHN	CHINA	CHN								0	020	020	02	1	3.0	2	1	2	-1.13207547169811	0								4	Henan, Henan, China	CH	CH09	13111	33.415	112.422	10521711	5	Shaanxi, Shaanxi, China	CH	CH26	13220	36	109	-1924159	20230119231500	https://www.economist.com/china/2023/01/19/riding-the-slow-train-in-china
1080963438	20230119	202301	2023	2023.0521											COP	POLICE						COP			1	112	112	11	3	-2.0	4	1	4	-10.9677419354839	0								3	Decatur, Alabama, United States	US	USAL	AL103	34.6059	-86.9833	117185	3	Decatur, Alabama, United States	US	USAL	AL103	34.6059	-86.9833	117185	20230119231500	https://www.decaturdaily.com/news/morgan_county/decatur/3-face-felony-charges-after-arrest-at-central-parkway-apartments/article_a9e24005-883b-5ed9-b5db-af89ab688d22.html
1080963439	20230119	202301	2023	2023.0521											COP	POLICE						COP			1	112	112	11	3	-2.0	6	1	6	-10.9677419354839	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20230119231500	https://www.decaturdaily.com/news/morgan_county/decatur/3-face-felony-charges-after-arrest-at-central-parkway-apartments/article_a9e24005-883b-5ed9-b5db-af89ab688d22.html
1080963440	20230119	202301	2023	2023.0521											COP	POLICE						COP			1	112	112	11	3	-2.0	10	1	10	-8.61244019138756	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20230119231500	https://www.greenevillesun.com/news/local_news/mosheim-police-department-having-busy-january/article_722ab3c6-982f-11ed-bafc-9bff75010371.html
1080963441	20230119	202301	2023	2023.0521											CVL	PROPERTY OWNER						CVL			1	020	020	02	1	3.0	5	1	5	4.69255663430421	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20230119231500	https://www.postandcourier.com/opinion/commentary/commentary-sc-conservation-deals-must-last-forever-to-protect-land/article_45833a84-8d0b-11ed-bf87-4b0c458423bd.html
1080963442	20230119	202301	2023	2023.0521											CVL	COMMUNITY						CVL			0	030	030	03	1	4.0	5	1	5	3.25077399380805	0								4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20230119231500	https://markets.financialcontent.com/stocks/article/getnews-2023-1-19-mammoth-finance-launches-financial-independence-course-to-address-the-growing-need-for-financial-literacy
1080963443	20230119	202301	2023	2023.0521											CVL	COMMUNITY						CVL			0	032	032	03	1	4.5	5	1	5	3.25077399380805	0								4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20230119231500	https://markets.financialcontent.com/stocks/article/getnews-2023-1-19-mammoth-finance-launches-financial-independence-course-to-address-the-growing-need-for-financial-literacy
1080963444	20230119	202301	2023	2023.0521											CVL	COMMUNITY						CVL			1	144	144	14	3	-7.5	5	1	5	-0.75757575757576	0								0								0								20230119231500	https://www.snl24.com/dailysun/news/class-of-2022-beat-the-odds-free-state-leads-the-pack-20230119
1080963445	20230119	202301	2023	2023.0521											CVL	MIGRANT						CVL			1	190	190	19	4	-10.0	20	2	20	-5.5678893730913	0								3	Mcallen Medical Center, Texas, United States	US	USTX		26.1865	-98.2258	1984965	3	Mcallen Medical Center, Texas, United States	US	USTX		26.1865	-98.2258	1984965	20230119231500	https://news.yahoo.com/texas-national-guard-soldier-shoots-222434158.html
1080963446	20230119	202301	2023	2023.0521											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	6	1	6	-7.52089136490251	0								4	Tyeni, Eastern Cape, South Africa	SF	SF05	77353	-30.8833	28.5833	-1293251	4	Tyeni, Eastern Cape, South Africa	SF	SF05	77353	-30.8833	28.5833	-1293251	20230119231500	https://www.dailymaverick.co.za/article/2023-01-19-port-st-johns-arson-attack-leaves-schoolchildren-traumatised-and-without-uniforms-shoes/
1080963447	20230119	202301	2023	2023.0521											EDU	COLLEGE						EDU			0	036	036	03	1	4.0	5	1	5	-1.5695067264574	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20230119231500	https://news.yahoo.com/florida-bans-ap-african-american-223309410.html
1080963448	20230119	202301	2023	2023.0521											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	10	1	10	-0.84269662921348	0								4	Nyika, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.7562	31.85	10787717	4	Nyika, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.7562	31.85	10787717	20230119231500	https://www.thezimbabwemail.com/education/school-defends-record-a-level-exam-pass-rate/
1080963449	20230119	202301	2023	2023.0521											EDU	ECONOMIST						EDU			0	043	043	04	1	2.8	3	1	3	0.58694057226705	0								1	Guyana	GY	GY		5	-59	GY	1	Guyana	GY	GY		5	-59	GY	20230119231500	https://www.newhavenindependent.org/article/soms_kerwin_charles_gives_the_skinny_on_town_gown_center_for_inclusive_growth
1080963450	20230119	202301	2023	2023.0521											EDUEDU	SCHOOL						EDU	EDU		0	043	043	04	1	2.8	6	1	6	-7.52089136490251	0								4	Tyeni, Eastern Cape, South Africa	SF	SF05	77353	-30.8833	28.5833	-1293251	4	Tyeni, Eastern Cape, South Africa	SF	SF05	77353	-30.8833	28.5833	-1293251	20230119231500	https://www.dailymaverick.co.za/article/2023-01-19-port-st-johns-arson-attack-leaves-schoolchildren-traumatised-and-without-uniforms-shoes/
1080963451	20230119	202301	2023	2023.0521											EDUGOV	UNIVERSITY						EDU	GOV		0	040	040	04	1	1.0	10	1	10	2.63522884882108	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20230119231500	https://www.oudaily.com/news/oklahoma-senate-education-committee-outlines-541-million-agenda-proposes-teacher-salary-raise/article_8323cbec-9814-11ed-801b-6726f76e8202.html
1080963452	20230119	202301	2023	2023.0521											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	-2.71398747390396	0								4	Changsha, Hunan, China	CH	CH11	13130	28.2	112.967	-1899978	4	Hangzhou, Zhejiang, China	CH	CH02	13319	30.2553	120.169	-1908366	20230119231500	https://borneobulletin.com.bn/china-races-to-make-covid-drugs-as-xi-fears-rural-outbreaks/
1080963453	20230119	202301	2023	2023.0521											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	-2.71398747390396	0								4	Kunming, Yunnan, China	CH	CH29	13303	25.0389	102.718	-1913826	4	Hangzhou, Zhejiang, China	CH	CH02	13319	30.2553	120.169	-1908366	20230119231500	https://borneobulletin.com.bn/china-races-to-make-covid-drugs-as-xi-fears-rural-outbreaks/
1080963454	20230119	202301	2023	2023.0521											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	-2.71398747390396	0								4	Zhengzhou, Henan, China	CH	CH09	13099	34.7578	113.649	-1938815	4	Hangzhou, Zhejiang, China	CH	CH02	13319	30.2553	120.169	-1908366	20230119231500	https://borneobulletin.com.bn/china-races-to-make-covid-drugs-as-xi-fears-rural-outbreaks/
1080963455	20230119	202301	2023	2023.0521											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	6	1	6	-3.09734513274336	0								4	Eyemouth, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8667	-2.1	-2595829	4	Eyemouth, Scottish Borders, The, United Kingdom	UK	UKT9	40167	55.8667	-2.1	-2595829	20230119231500	https://www.eastlothiancourier.com/news/23263757.a1-crash---man-50-pronounced-dead-scene/
1080963456	20230119	202301	2023	2023.0521											GHA	GHANA	GHA								1	040	040	04	1	1.0	2	1	2	3.33333333333333	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	Guinea	GV	GV		11	-10	GV	20230119231500	http://www.thepatrioticvanguard.com/kade-camara-in-madrid
1080963457	20230119	202301	2023	2023.0521											GHA	GHANA	GHA								1	040	040	04	1	1.0	8	1	8	3.33333333333333	0								1	Guinea	GV	GV		11	-10	GV	1	Guinea	GV	GV		11	-10	GV	20230119231500	http://www.thepatrioticvanguard.com/kade-camara-in-madrid
1080963458	20230119	202301	2023	2023.0521											GOV	AUTHORITIES						GOV			0	042	042	04	1	1.9	5	1	5	-8.61244019138756	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20230119231500	https://www.greenevillesun.com/news/local_news/mosheim-police-department-having-busy-january/article_722ab3c6-982f-11ed-bafc-9bff75010371.html
1080963459	20230119	202301	2023	2023.0521											GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	6	1	6	-0.65104166666667	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20230119231500	https://www.dailymaverick.co.za/article/2023-01-19-put-u35s-in-cabinet-new-anc-nec-member-nonceba-mhlauli/
1080963460	20230119	202301	2023	2023.0521											GOV	GOVERNMENT						GOV			0	060	060	06	2	6.0	10	1	10	-4.07272727272727	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20230119231500	https://www.dailymaverick.co.za/opinionista/2023-01-19-our-education-system-is-broken-and-nobody-seems-to-be-doing-anything-to-fix-it/
1080963461	20230119	202301	2023	2023.0521											GOV	AUTHORITIES						GOV			0	090	090	09	2	-2.0	5	1	5	-8.61244019138756	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20230119231500	https://www.greenevillesun.com/news/local_news/mosheim-police-department-having-busy-january/article_722ab3c6-982f-11ed-bafc-9bff75010371.html
1080963462	20230119	202301	2023	2023.0521											HLH	NURSE						HLH			0	050	050	05	1	3.5	2	1	2	-1.88383045525902	0								3	Lincoln Hospital, New York, United States	US	USNY		40.807	-73.9099	955368	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230119231500	https://news.yahoo.com/understaffed-underpaid-nurses-america-largest-214055332.html
1080963463	20230119	202301	2023	2023.0521											HLHHLH	HOSPITAL						HLH	HLH		1	190	190	19	4	-10.0	10	1	10	-1.88383045525902	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230119231500	https://news.yahoo.com/understaffed-underpaid-nurses-america-largest-214055332.html
1080963464	20230119	202301	2023	2023.0521											JOR	JORDAN	JOR								1	043	043	04	1	2.8	5	1	5	2.45398773006135	0								4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	20230119231500	https://www.indcatholicnews.com/news/46352
1080963465	20230119	202301	2023	2023.0521											JUD	PROSECUTOR						JUD			1	173	173	17	4	-5.0	3	1	2	-9.74789915966385	0								3	Berkeley County, South Carolina, United States	US	USSC		33.1835	-79.9498	1247985	3	Berkeley County, South Carolina, United States	US	USSC		33.1835	-79.9498	1247985	20230119231500	https://www.postandcourier.com/news/ex-berkeley-county-prosecutor-gets-jail-time-for-abusing-his-children/article_3dd09d04-982d-11ed-884b-776a85dd1bbd.html
1080963466	20230119	202301	2023	2023.0521											LAB	EMPLOYEE						LAB			1	100	100	10	3	-5.0	4	1	4	-0.18903591682419	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20230119231500	https://thesouthern.com/news/local/crime-and-courts/longbranch-caf-owner-ordered-to-pay-nearly-100k-in-back-wages-to-31-employees/article_be671d04-36c7-5a04-9176-23aee1246ffb.html
1080963467	20230119	202301	2023	2023.0521											LEG	SENATE						LEG			0	014	014	01	1	0.0	3	1	3	-2.58620689655172	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20230119231500	https://www.virginiamercury.com/2023/01/19/push-to-limit-prison-and-jail-fees-hits-early-obstacle-in-virginia-house/
