1079417662	20220109	202201	2022	2022.0247											GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	6	1	6	-6.3391442155309	0								4	Gentilly, France (general), France	FR	FR00	16284	48.8129	2.3417	-1429077	4	Gentilly, France (general), France	FR	FR00	16284	48.8129	2.3417	-1429077	20230109233000	https://www.nola.com/news/mayor-cantrell-vows-trash-fixes-in-parts-of-new-orleans/article_1ef67716-9051-11ed-9782-93a45ab0806e.html
1079417663	20220109	202201	2022	2022.0247											NGA	NIGERIAN	NGA								0	190	190	19	4	-10.0	10	1	10	-1.3172338090011	0								4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20230109233000	https://www.thisdaylive.com/index.php/2023/01/10/nerc-37-nigerians-died-from-electricity-related-incidents-in-q1-2022/
1079417664	20220109	202201	2022	2022.0247	CHR	CHRISTIAN				CHR															1	015	015	01	1	0.0	6	1	6	-11.353711790393	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20230109233000	https://dailyjournal.net/2023/01/09/a-wicked-act-greenwood-man-to-serve-30-years-for-child-molestation-rape/
1079417665	20220109	202201	2022	2022.0247	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								1	015	015	01	1	0.0	2	1	2	-11.353711790393	3	Johnson County, Indiana, United States	US	USIN	IN081	39.4806	-86.055	450365	3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	3	Johnson County, Indiana, United States	US	USIN		39.4806	-86.055	450365	20230109233000	https://dailyjournal.net/2023/01/09/a-wicked-act-greenwood-man-to-serve-30-years-for-child-molestation-rape/
1079417666	20220109	202201	2022	2022.0247	DZA	ALGERIA	DZA								GOV	ADMINISTRATION						GOV			0	130	130	13	3	-4.4	4	1	4	-6.3391442155309	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20230109233000	https://www.nola.com/news/mayor-cantrell-vows-trash-fixes-in-parts-of-new-orleans/article_1ef67716-9051-11ed-9782-93a45ab0806e.html
1079417667	20220109	202201	2022	2022.0247	GBR	LONDON	GBR																		0	020	020	02	1	3.0	3	1	3	-1.31826741996233	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20230109233000	https://www.sfexaminer.com/news/san-francisco-supervisors-elect-president/article_55d8f2ce-9045-11ed-b680-cfaec3bb5389.html
1079417668	20220109	202201	2022	2022.0247	GBR	LONDON	GBR								USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	-1.31826741996233	3	North Beach, California, United States	US	USCA	CA075	37.8058	-122.412	1659245	3	North Beach, California, United States	US	USCA		37.8058	-122.412	1659245	3	North Beach, California, United States	US	USCA		37.8058	-122.412	1659245	20230109233000	https://www.sfexaminer.com/news/san-francisco-supervisors-elect-president/article_55d8f2ce-9045-11ed-b680-cfaec3bb5389.html
1079417669	20220109	202201	2022	2022.0247	GBR	LONDON	GBR								USA	UNITED STATES	USA								0	051	051	05	1	3.4	1	1	1	-1.31826741996233	3	North Beach, California, United States	US	USCA	CA075	37.8058	-122.412	1659245	3	North Beach, California, United States	US	USCA		37.8058	-122.412	1659245	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20230109233000	https://www.sfexaminer.com/news/san-francisco-supervisors-elect-president/article_55d8f2ce-9045-11ed-b680-cfaec3bb5389.html
1079417670	20220109	202201	2022	2022.0247	JUD	ATTORNEY						JUD			LEG	LAWMAKER						LEG			1	020	020	02	1	3.0	10	1	10	-2.83185840707965	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20230109233000	https://www.mainepublic.org/politics/2023-01-09/speaker-talbot-ross-says-addressing-judicial-system-issues-a-top-priority
1079417671	20220109	202201	2022	2022.0247	PTY	POLITICIAN									SPY	OPERATIVE						SPY			1	071	071	07	2	7.4	3	1	3	1.58536585365854	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20230109233000	https://www.washingtonexaminer.com/news/campaigns/dscc-chief-gary-peters-obscure-no-more
