1081889479	20220126	202201	2022	2022.0712											GOV	ADMINISTRATION						GOV			0	100	100	10	3	-5.0	2	1	2	-3.09653916211293	0								3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20230126021500	https://www.cbsnews.com/baltimore/news/maryland-wage-theft-millions-dollars-unpaid-overtime-benefits/
1081889480	20220126	202201	2022	2022.0712											GOV	ADMINISTRATION						GOV			0	100	100	10	3	-5.0	2	1	2	-3.09653916211293	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20230126021500	https://www.cbsnews.com/baltimore/news/maryland-wage-theft-millions-dollars-unpaid-overtime-benefits/
1081889481	20220126	202201	2022	2022.0712	COP	PRISON						COP													0	173	173	17	4	-5.0	8	1	8	-4.11985018726591	1	China	CH	CH		35	105	CH	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20230126021500	http://www.msn.com/en-us/news/world/judge-slaps-ex-chicago-college-student-who-spied-for-china-with-8-years-in-federal-prison/ar-AA16KnmI
1081889482	20220126	202201	2022	2022.0712	CRM	CRIMINAL						CRM													0	040	040	04	1	1.0	3	1	3	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	0								3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889483	20220126	202201	2022	2022.0712	CRM	CRIMINAL						CRM													0	040	040	04	1	1.0	2	1	2	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889484	20220126	202201	2022	2022.0712	CRM	CRIMINAL						CRM													0	173	173	17	4	-5.0	4	1	4	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	0								3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889485	20220126	202201	2022	2022.0712	CRM	CRIMINAL						CRM													0	173	173	17	4	-5.0	1	1	1	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889486	20220126	202201	2022	2022.0712	EDU	SCHOOL						EDU													1	010	010	01	1	0.0	1	1	1	0.16583747927032	3	Whitehall, New York, United States	US	USNY	NY115	43.5556	-73.4037	971145	0								3	Whitehall, New York, United States	US	USNY	NY115	43.5556	-73.4037	971145	20230126021500	https://www.belgrade-news.com/townnews/school/tgif-manhattan-schools-could-go-to-four-day-school-week/article_47bad08a-9cee-11ed-9975-7b59fe92b93d.html
1081889487	20220126	202201	2022	2022.0712	EDU	SCHOOL						EDU			SDN	SUDAN	SDN								1	051	051	05	1	3.4	2	1	2	-0.41631973355537	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20230126021500	http://www.timberjay.com/stories/board-hears-pushback-over-vukmanich-transfer,19841
1081889488	20220126	202201	2022	2022.0712	FRA	ORLEANS	FRA								CRM	CRIMINAL						CRM			1	010	010	01	1	0.0	2	1	2	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889489	20220126	202201	2022	2022.0712	FRA	ORLEANS	FRA								CRM	CRIMINAL						CRM			1	173	173	17	4	-5.0	2	1	2	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889490	20220126	202201	2022	2022.0712	FRA	ORLEANS	FRA								USACRM	UNITED STATES	USA					CRM			1	010	010	01	1	0.0	2	1	2	-6.87830687830688	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889491	20220126	202201	2022	2022.0712	FRA	ORLEANS	FRA								USACRM	UNITED STATES	USA					CRM			1	173	173	17	4	-5.0	2	1	2	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889492	20220126	202201	2022	2022.0712	USA	TEXAS	USA																		1	173	173	17	4	-5.0	3	1	3	-10.6109324758842	3	Medical Center Hospital, Texas, United States	US	USTX	TX135	31.8454	-102.374	2015589	0								3	Medical Center Hospital, Texas, United States	US	USTX		31.8454	-102.374	2015589	20230126021500	https://www.newswest9.com/article/news/crime/2-indicted-for-death-of-8-year-old-son/513-8d041e9b-834a-41af-9092-c57028c3e976
1081889493	20220126	202201	2022	2022.0712	USA	IOWA	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	2	1	2	-11.9318181818182	3	Sioux City, Iowa, United States	US	USIA	IA193	42.5	-96.4003	461653	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20230126021500	https://www.oskaloosa.com/news/iowa_news/iowa-man-who-killed-stepson-abused-wife-dies-in-prison/article_51142ea1-15a0-5fa5-8f3e-19a8f30578fe.html
1081889494	20220126	202201	2022	2022.0712	USACRM	UNITED STATES	USA					CRM													1	010	010	01	1	0.0	4	1	4	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	0								3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889495	20220126	202201	2022	2022.0712	USACRM	UNITED STATES	USA					CRM													1	010	010	01	1	0.0	2	1	2	-6.87830687830688	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889496	20220126	202201	2022	2022.0712	USACRM	UNITED STATES	USA					CRM													1	173	173	17	4	-5.0	6	1	6	-6.87830687830688	3	Orleans Parish, Louisiana, United States	US	USLA	LA071	30.0335	-89.9501	558113	0								3	Orleans Parish, Louisiana, United States	US	USLA		30.0335	-89.9501	558113	20230126021500	https://thelensnola.org/2023/01/25/after-halting-criminal-court-jury-trials-hearing-reveals-new-details-on-juror-summons/
1081889497	20220126	202201	2022	2022.0712	USAEDU	UNITED STATES	USA					EDU			EDU	SCHOOL						EDU			1	010	010	01	1	0.0	4	1	4	0.16583747927032	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	20230126021500	https://www.belgrade-news.com/townnews/school/tgif-manhattan-schools-could-go-to-four-day-school-week/article_47bad08a-9cee-11ed-9975-7b59fe92b93d.html
1081889498	20220126	202201	2022	2022.0712	USAEDU	UNITED STATES	USA					EDU			EDU	SCHOOL						EDU			1	010	010	01	1	0.0	2	1	2	0.16583747927032	3	Whitehall, New York, United States	US	USNY	NY115	43.5556	-73.4037	971145	3	Whitehall, New York, United States	US	USNY	NY115	43.5556	-73.4037	971145	3	Whitehall, New York, United States	US	USNY	NY115	43.5556	-73.4037	971145	20230126021500	https://www.belgrade-news.com/townnews/school/tgif-manhattan-schools-could-go-to-four-day-school-week/article_47bad08a-9cee-11ed-9975-7b59fe92b93d.html
1081889499	20221227	202212	2022	2022.9781	GOV	MINIST						GOV			ELI	ACTOR						ELI			1	120	120	12	3	-4.0	6	1	6	-4.74860335195531	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20230126021500	https://www.ndtv.com/india-news/no-point-in-protesting-against-pathaan-after-madhya-pradesh-minister-narottam-mishra-3725008
1081889500	20221227	202212	2022	2022.9781	IND	MADHYA PRADESH	IND								ELI	ACTOR						ELI			1	120	120	12	3	-4.0	2	1	2	-4.74860335195531	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20230126021500	https://www.ndtv.com/india-news/no-point-in-protesting-against-pathaan-after-madhya-pradesh-minister-narottam-mishra-3725008
1081889501	20221227	202212	2022	2022.9781	INDGOV	MADHYA PRADESH	IND					GOV			ELI	ACTOR						ELI			1	120	120	12	3	-4.0	2	1	2	-4.74860335195531	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20230126021500	https://www.ndtv.com/india-news/no-point-in-protesting-against-pathaan-after-madhya-pradesh-minister-narottam-mishra-3725008
1081889502	20221227	202212	2022	2022.9781	USA	UNITED STATES	USA																		0	016	016	01	1	-2.0	4	1	4	-6.08695652173913	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20230126021500	https://www.abc10.com/article/news/nation-world/judge-orders-release-of-footage-of-pelosi-attack/507-0aca2fd4-c871-48f1-bf7a-337773e276c7
