1082264052	20220128	202201	2022	2022.0767	BEL	BELGIUM	BEL								MIL	MILITARY						MIL			1	070	070	07	2	7.0	10	1	10	-0.76923076923077	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20230128063000	https://www.europesun.com/news/273444378/nato-state-unveils-its-largest-ukraine-arms-package
1082264053	20220128	202201	2022	2022.0767	GOV	GOVERNMENT						GOV													0	084	084	08	2	7.0	1	1	1	-2.34131113423517	5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	0								5	Auckland, Auckland, New Zealand	NZ	NZE7	22379	-36.75	174.583	11483124	20230128063000	https://www.newstalkzb.co.nz/news/auckland/auckland-floods-what-caused-auckland-s-wettest-day-and-where-climate-change-fits-in/
1082264054	20220128	202201	2022	2022.0767	GOV	GOVERNMENT						GOV													0	084	084	08	2	7.0	4	1	4	-2.34131113423517	4	Westport, New Zealand (general), New Zealand	NZ	NZ00	22392	-41.75	171.567	275107	0								4	Westport, New Zealand (general), New Zealand	NZ	NZ00	22392	-41.75	171.567	275107	20230128063000	https://www.newstalkzb.co.nz/news/auckland/auckland-floods-what-caused-auckland-s-wettest-day-and-where-climate-change-fits-in/
1082264055	20230127	202301	2023	2023.0740	GBR	GLASGOW	GBR																		1	015	015	01	1	0.0	10	1	10	-5.3125	0								0								0								20230128063000	https://www.glasgowtimes.co.uk/news/scottish-news/23282228.convicted-glasgow-murderer-admits-driving-limit/
1082264056	20230128	202301	2023	2023.0767											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	4	1	4	-3.40264650283554	0								4	Cronulla, New South Wales, Australia	AS	AS02	5086	-34.05	151.15	-1568097	4	Cronulla, New South Wales, Australia	AS	AS02	5086	-34.05	151.15	-1568097	20230128063000	https://www.skynews.com.au/australia-news/man-drowns-and-two-rescued-after-getting-caught-in-a-rip-at-sydneys-shelly-beach-as-summer-death-toll-continues-to-grow/news-story/b714ef6a34e993ada45fa74e1a3eb71a
1082264057	20230128	202301	2023	2023.0767											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	4	1	4	-3.40264650283554	0								4	Shelly Beach, Tasmania, Australia	AS	AS06	5350	-43.05	147.82	11424031	4	Shelly Beach, Tasmania, Australia	AS	AS06	5350	-43.05	147.82	11424031	20230128063000	https://www.skynews.com.au/australia-news/man-drowns-and-two-rescued-after-getting-caught-in-a-rip-at-sydneys-shelly-beach-as-summer-death-toll-continues-to-grow/news-story/b714ef6a34e993ada45fa74e1a3eb71a
1082264058	20230128	202301	2023	2023.0767											BLR	MINSK	BLR								0	040	040	04	1	1.0	2	1	2	0.86767895878525	0								4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20230128063000	https://tass.com/world/1568363
1082264059	20230128	202301	2023	2023.0767											BLR	MINSK	BLR								0	040	040	04	1	1.0	8	1	8	0.86767895878525	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20230128063000	https://tass.com/world/1568363
1082264060	20230128	202301	2023	2023.0767											BUS	BANK						BUS			0	042	042	04	1	1.9	5	1	5	3.16868592730662	0								4	Saraswati, India (general), India	IN	IN00	70129	23.5667	71.55	-2110377	4	Ramnagar, Uttar Pradesh, India	IN	IN36	17896	27.0833	81.4167	-2108954	20230128063000	https://www.femina.in/travel/domestic/pick-a-day-trip-or-two-out-of-varanasi-254826.html
1082264061	20230128	202301	2023	2023.0767											CHN	CHINESE	CHN								0	163	163	16	4	-8.0	8	1	8	-3.01249081557678	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230128063000	https://eurasiantimes.com/threat-of-chinese-acquisition-of-us-nuclear-tech-worries-washington/
