1081545381	20130126	201301	2013	2013.0712	BUS	BANK						BUS			EDU	SCHOOL						EDU			0	051	051	05	1	3.4	10	1	10	3.6336109008327	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20230124043000	https://www.adb.org/what-we-do/sectors/education/your-questions-answered
1081545382	20220124	202201	2022	2022.0658	AFGINSTALGOV	TALIBAN	AFG	TAL				INS	GOV		AFGINSTAL	TALIBAN	AFG	TAL				INS			0	030	030	03	1	4.0	5	1	5	-3.31384015594542	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230124043000	https://www.telegraphindia.com/world/united-states-of-america-reviewing-engagement-with-taliban-on-human-rights-violation-in-afghanistan/cid/1911772
1081545383	20220124	202201	2022	2022.0658	CHN	CHINA	CHN																		1	045	045	04	1	5.0	8	1	8	3.33333333333333	4	Tiangong, Sichuan, China	CH	CH32	13003	31.5217	105.934	10341753	0								4	Tiangong, Sichuan, China	CH	CH32	13003	31.5217	105.934	10341753	20230124043000	http://en.people.cn/n3/2023/0124/c90000-10199384.html
1081545384	20220124	202201	2022	2022.0658	GOV	AUTHORITIES						GOV			GOVGOV	GOVERNMENT						GOV	GOV		1	046	046	04	1	7.0	5	1	5	-1.64512338425382	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20230124043000	http://www.koreatimes.co.kr/www/biz/2023/01/488_344012.html
1081545385	20220124	202201	2022	2022.0658	GOVGOV	GOVERNMENT						GOV	GOV		GOV	AUTHORITIES						GOV			1	046	046	04	1	7.0	5	1	5	-1.64512338425382	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20230124043000	http://www.koreatimes.co.kr/www/biz/2023/01/488_344012.html
1081545386	20220124	202201	2022	2022.0658	KOR	SEOUL	KOR								PRK	NORTH KOREA	PRK								1	051	051	05	1	3.4	10	1	10	-6.14035087719297	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20230124043000	https://www.prokerala.com/news/articles/a1384580.html
1081545387	20220124	202201	2022	2022.0658	LBYGOV	LIBYA	LBY					GOV			MIL	MILITARY						MIL			0	0874	087	08	2	10.0	6	1	6	-3.7037037037037	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20230124043000	https://www.newagebd.net/article/192390/arab-states-boycott-regional-meet-in-divided-libyas-capital
1081545388	20220124	202201	2022	2022.0658	LBYGOV	LIBYA	LBY					GOV			MIL	MILITARY						MIL			0	0874	087	08	2	10.0	2	1	2	-3.7037037037037	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	1	Russia	RS	RS		60	100	RS	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20230124043000	https://www.newagebd.net/article/192390/arab-states-boycott-regional-meet-in-divided-libyas-capital
1081545389	20220124	202201	2022	2022.0658	LBYGOV	LIBYA	LBY					GOV			MIL	MILITARY						MIL			0	0874	087	08	2	10.0	2	1	2	-3.7037037037037	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230124043000	https://www.newagebd.net/article/192390/arab-states-boycott-regional-meet-in-divided-libyas-capital
1081545390	20220124	202201	2022	2022.0658	MEDBUS	MEDIA						MED	BUS		GOV	PREMIER						GOV			0	111	111	11	3	-2.0	5	1	5	6.68662674650699	0								0								0								20230124043000	https://menafn.com/1105469237/Babylist-Acquires-Expectful-Expanding-Its-Award-Winning-And-Fast-Growing-Media-Business
1081545391	20220124	202201	2022	2022.0658	MWILEG	MALAWI	MWI					LEG													1	040	040	04	1	1.0	10	1	10	4.6242774566474	1	Malawi	MI	MI		-13.5	34	MI	0								1	Malawi	MI	MI		-13.5	34	MI	20230124043000	https://www.nyasatimes.com/mcp-to-hold-elective-conference-next-year/
1081545392	20220124	202201	2022	2022.0658	NGO	NON GOVERNMENTAL ORGANIZATION						NGO			MMRMIL	MYANMAR	MMR					MIL			0	1822	182	18	4	-9.0	1	1	1	-9.24855491329484	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Turkey	TU	TU		39.059012	34.911546	TU	20230124043000	https://www.nvdaily.com/associated_press_national/rights-group-files-suit-in-germany-against-myanmar-military/article_ed6535ab-da8b-579a-91ca-e7a01240e55b.html
1081545393	20220124	202201	2022	2022.0658	NGO	NON GOVERNMENTAL ORGANIZATION						NGO			MMRMIL	MYANMAR	MMR					MIL			0	1822	182	18	4	-9.0	1	1	1	-9.24855491329484	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20230124043000	https://www.nvdaily.com/associated_press_national/rights-group-files-suit-in-germany-against-myanmar-military/article_ed6535ab-da8b-579a-91ca-e7a01240e55b.html
1081545394	20220124	202201	2022	2022.0658	OPP	PROTESTER						OPP			GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	10	1	10	-0.75901328273245	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20230124043000	https://www.theepochtimes.com/ottawa-police-planning-for-potential-freedom-convoy-anniversary-protest_5005536.html
1081545395	20220124	202201	2022	2022.0658	RUS	RUSSIA	RUS								KGZ	KYRGYZSTAN	KGZ								1	061	061	06	2	6.4	8	1	8	4.79452054794521	1	Russia	RS	RS		60	100	RS	1	Kyrgyzstan	KG	KG		41	75	KG	1	Russia	RS	RS		60	100	RS	20230124043000	https://menafn.com/1105468009/Kyrgyzstan-Boosts-Natural-Gas-Imports-From-Russia
1081545396	20220124	202201	2022	2022.0658	RUS	RUSSIA	RUS								KGZ	KYRGYZSTAN	KGZ								1	061	061	06	2	6.4	2	1	2	4.79452054794521	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230124043000	https://menafn.com/1105468009/Kyrgyzstan-Boosts-Natural-Gas-Imports-From-Russia
1081545397	20230117	202301	2023	2023.0466											GOV	PRIME MINISTER						GOV			0	0831	083	08	2	5.0	3	1	3	-0.54384772263766	0								4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	20230124043000	https://www.rnz.co.nz/news/political/483024/hipkins-luxon-sling-accusations-of-divisive-rhetoric-at-ratana
1081545398	20230117	202301	2023	2023.0466											GOV	PRIME MINISTER						GOV			0	0841	084	08	2	7.0	3	1	3	-0.54384772263766	0								4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	20230124043000	https://www.rnz.co.nz/news/political/483024/hipkins-luxon-sling-accusations-of-divisive-rhetoric-at-ratana
1081545399	20230117	202301	2023	2023.0466	COP	POLICE						COP			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	6	1	6	-6.49819494584837	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20230124043000	https://www.cbs19news.com/story/48214263/police-chase-in-frederick-county-results-in-multiple-charges
1081545400	20230117	202301	2023	2023.0466	CVL	RESIDENTS						CVL			RUS	RUSSIAN	RUS								0	190	190	19	4	-10.0	1	1	1	-1.50375939849624	4	Bakhmut, Nizhegorodskaya Oblast', Russia	RS	RS51	25080	56.043	44.7525	9257971	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Bakhmut, Nizhegorodskaya Oblast', Russia	RS	RS51	25080	56.043	44.7525	9257971	20230124043000	http://www.koreatimes.co.kr/www/world/2023/01/501_344076.html
1081545401	20230117	202301	2023	2023.0466	DEU	GERMANY	DEU								UKR	UKRAINE	UKR								0	120	120	12	3	-4.0	2	1	2	-1.36054421768707	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	20230124043000	https://www.dawn.com/news/1733330/poland-signals-intent-to-send-german-tanks-to-ukraine
1081545402	20230117	202301	2023	2023.0466	DEU	GERMANY	DEU								UKR	UKRAINE	UKR								0	120	120	12	3	-4.0	8	1	8	-1.36054421768707	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20230124043000	https://www.dawn.com/news/1733330/poland-signals-intent-to-send-german-tanks-to-ukraine
1081545403	20230117	202301	2023	2023.0466	FRA	FRENCH	FRA								LBN	LEBANON	LBN								0	046	046	04	1	7.0	1	1	1	-7.98722044728434	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20230124043000	https://www.dawn.com/news/1733324/probe-into-beirut-blast-resumes-after-13-months
1081545404	20230117	202301	2023	2023.0466	FRA	FRENCH	FRA								LBN	LEBANON	LBN								0	046	046	04	1	7.0	1	1	1	-7.98722044728434	1	France	FR	FR		46	2	FR	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20230124043000	https://www.dawn.com/news/1733324/probe-into-beirut-blast-resumes-after-13-months
1081545405	20230117	202301	2023	2023.0466	GOV	GOVERNMENT						GOV													0	073	073	07	2	7.4	10	1	10	-6.31741140215716	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	0								4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	20230124043000	https://thewire.in/communalism/full-text-bbc-documentary-gujarat-riots-modi-uk-report
1081545406	20230117	202301	2023	2023.0466	GOV	PRIME MINISTER						GOV			NZL	NEW ZEALAND	NZL								0	0831	083	08	2	5.0	2	1	2	-0.54384772263766	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	20230124043000	https://www.rnz.co.nz/news/political/483024/hipkins-luxon-sling-accusations-of-divisive-rhetoric-at-ratana
1081545407	20230117	202301	2023	2023.0466	GOV	PRIME MINISTER						GOV			NZL	NEW ZEALAND	NZL								0	0841	084	08	2	7.0	2	1	2	-0.54384772263766	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	4	Waitangi, New Zealand (general), New Zealand	NZ	NZ00	22391	-43.95	-176.533	-1521024	20230124043000	https://www.rnz.co.nz/news/political/483024/hipkins-luxon-sling-accusations-of-divisive-rhetoric-at-ratana
1081545408	20230117	202301	2023	2023.0466	LBN	LEBANON	LBN								FRA	FRENCH	FRA								0	046	046	04	1	7.0	1	1	1	-7.98722044728434	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20230124043000	https://www.dawn.com/news/1733324/probe-into-beirut-blast-resumes-after-13-months
1081545409	20230117	202301	2023	2023.0466	LBN	LEBANON	LBN								FRA	FRENCH	FRA								0	046	046	04	1	7.0	1	1	1	-7.98722044728434	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	France	FR	FR		46	2	FR	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20230124043000	https://www.dawn.com/news/1733324/probe-into-beirut-blast-resumes-after-13-months
1081545410	20230117	202301	2023	2023.0466	LEG	HOUSE OF REPRESENTATIVES						LEG			MIL	NAVY						MIL			1	020	020	02	1	3.0	10	1	10	-4.76190476190476	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20230124043000	http://www.koreatimes.co.kr/www/nation/2023/01/103_344072.html
